import time: self [us] | cumulative | imported package
import time:       341 |      12206 |           google.cloud.compute_v1.services.networks
import time:       994 |        994 |               google.cloud.compute_v1.services.node_groups.pagers
import time:      1452 |       1452 |                   google.cloud.compute_v1.services.node_groups.transports.base
import time:      1937 |       1937 |                     google.cloud.compute_v1.services.node_groups.transports.rest_base
import time:      4227 |       6164 |                   google.cloud.compute_v1.services.node_groups.transports.rest
import time:       497 |       8112 |                 google.cloud.compute_v1.services.node_groups.transports
import time:        59 |       8170 |               google.cloud.compute_v1.services.node_groups.transports.base
import time:      3205 |      12368 |             google.cloud.compute_v1.services.node_groups.client
import time:       412 |      12780 |           google.cloud.compute_v1.services.node_groups
import time:       663 |        663 |               google.cloud.compute_v1.services.node_templates.pagers
import time:      1228 |       1228 |                   google.cloud.compute_v1.services.node_templates.transports.base
import time:       847 |        847 |                     google.cloud.compute_v1.services.node_templates.transports.rest_base
import time:      3607 |       4453 |                   google.cloud.compute_v1.services.node_templates.transports.rest
import time:       324 |       6004 |                 google.cloud.compute_v1.services.node_templates.transports
import time:        38 |       6042 |               google.cloud.compute_v1.services.node_templates.transports.base
import time:      1874 |       8577 |             google.cloud.compute_v1.services.node_templates.client
import time:       426 |       9003 |           google.cloud.compute_v1.services.node_templates
import time:       750 |        750 |               google.cloud.compute_v1.services.node_types.pagers
import time:       850 |        850 |                   google.cloud.compute_v1.services.node_types.transports.base
import time:       549 |        549 |                     google.cloud.compute_v1.services.node_types.transports.rest_base
import time:      2512 |       3061 |                   google.cloud.compute_v1.services.node_types.transports.rest
import time:       403 |       4312 |                 google.cloud.compute_v1.services.node_types.transports
import time:        47 |       4359 |               google.cloud.compute_v1.services.node_types.transports.base
import time:      1431 |       6539 |             google.cloud.compute_v1.services.node_types.client
import time:       358 |       6897 |           google.cloud.compute_v1.services.node_types
import time:       448 |        448 |               google.cloud.compute_v1.services.organization_security_policies.pagers
import time:      1396 |       1396 |                   google.cloud.compute_v1.services.organization_security_policies.transports.base
import time:      1094 |       1094 |                     google.cloud.compute_v1.services.organization_security_policies.transports.rest_base
import time:      4423 |       5517 |                   google.cloud.compute_v1.services.organization_security_policies.transports.rest
import time:       413 |       7325 |                 google.cloud.compute_v1.services.organization_security_policies.transports
import time:        39 |       7363 |               google.cloud.compute_v1.services.organization_security_policies.transports.base
import time:      3208 |      11018 |             google.cloud.compute_v1.services.organization_security_policies.client
import time:       337 |      11355 |           google.cloud.compute_v1.services.organization_security_policies
import time:       642 |        642 |               google.cloud.compute_v1.services.packet_mirrorings.pagers
import time:       975 |        975 |                   google.cloud.compute_v1.services.packet_mirrorings.transports.base
import time:       763 |        763 |                     google.cloud.compute_v1.services.packet_mirrorings.transports.rest_base
import time:      3144 |       3906 |                   google.cloud.compute_v1.services.packet_mirrorings.transports.rest
import time:       423 |       5304 |                 google.cloud.compute_v1.services.packet_mirrorings.transports
import time:        39 |       5342 |               google.cloud.compute_v1.services.packet_mirrorings.transports.base
import time:      2041 |       8024 |             google.cloud.compute_v1.services.packet_mirrorings.client
import time:       344 |       8368 |           google.cloud.compute_v1.services.packet_mirrorings
import time:       430 |        430 |               google.cloud.compute_v1.services.preview_features.pagers
import time:       819 |        819 |                   google.cloud.compute_v1.services.preview_features.transports.base
import time:       769 |        769 |                     google.cloud.compute_v1.services.preview_features.transports.rest_base
import time:      2239 |       3008 |                   google.cloud.compute_v1.services.preview_features.transports.rest
import time:       297 |       4123 |                 google.cloud.compute_v1.services.preview_features.transports
import time:        37 |       4159 |               google.cloud.compute_v1.services.preview_features.transports.base
import time:      1477 |       6065 |             google.cloud.compute_v1.services.preview_features.client
import time:       407 |       6472 |           google.cloud.compute_v1.services.preview_features
import time:       661 |        661 |               google.cloud.compute_v1.services.projects.pagers
import time:      3270 |       3270 |                   google.cloud.compute_v1.services.projects.transports.base
import time:      1089 |       1089 |                     google.cloud.compute_v1.services.projects.transports.rest_base
import time:      3964 |       5052 |                   google.cloud.compute_v1.services.projects.transports.rest
import time:       348 |       8669 |                 google.cloud.compute_v1.services.projects.transports
import time:        37 |       8705 |               google.cloud.compute_v1.services.projects.transports.base
import time:      3342 |      12707 |             google.cloud.compute_v1.services.projects.client
import time:       389 |      13095 |           google.cloud.compute_v1.services.projects
import time:       470 |        470 |               google.cloud.compute_v1.services.public_advertised_prefixes.pagers
import time:       929 |        929 |                   google.cloud.compute_v1.services.public_advertised_prefixes.transports.base
import time:       858 |        858 |                     google.cloud.compute_v1.services.public_advertised_prefixes.transports.rest_base
import time:      3008 |       3865 |                   google.cloud.compute_v1.services.public_advertised_prefixes.transports.rest
import time:       374 |       5167 |                 google.cloud.compute_v1.services.public_advertised_prefixes.transports
import time:        47 |       5213 |               google.cloud.compute_v1.services.public_advertised_prefixes.transports.base
import time:      1900 |       7582 |             google.cloud.compute_v1.services.public_advertised_prefixes.client
import time:       458 |       8039 |           google.cloud.compute_v1.services.public_advertised_prefixes
import time:       674 |        674 |               google.cloud.compute_v1.services.public_delegated_prefixes.pagers
import time:      1168 |       1168 |                   google.cloud.compute_v1.services.public_delegated_prefixes.transports.base
import time:      1060 |       1060 |                     google.cloud.compute_v1.services.public_delegated_prefixes.transports.rest_base
import time:      3003 |       4063 |                   google.cloud.compute_v1.services.public_delegated_prefixes.transports.rest
import time:       405 |       5635 |                 google.cloud.compute_v1.services.public_delegated_prefixes.transports
import time:        82 |       5717 |               google.cloud.compute_v1.services.public_delegated_prefixes.transports.base
import time:      2215 |       8605 |             google.cloud.compute_v1.services.public_delegated_prefixes.client
import time:       342 |       8947 |           google.cloud.compute_v1.services.public_delegated_prefixes
import time:       464 |        464 |               google.cloud.compute_v1.services.region_autoscalers.pagers
import time:       991 |        991 |                   google.cloud.compute_v1.services.region_autoscalers.transports.base
import time:      1032 |       1032 |                     google.cloud.compute_v1.services.region_autoscalers.transports.rest_base
import time:      2927 |       3958 |                   google.cloud.compute_v1.services.region_autoscalers.transports.rest
import time:       321 |       5269 |                 google.cloud.compute_v1.services.region_autoscalers.transports
import time:        38 |       5306 |               google.cloud.compute_v1.services.region_autoscalers.transports.base
import time:      1948 |       7718 |             google.cloud.compute_v1.services.region_autoscalers.client
import time:       394 |       8111 |           google.cloud.compute_v1.services.region_autoscalers
import time:       605 |        605 |               google.cloud.compute_v1.services.region_backend_buckets.pagers
import time:      1272 |       1272 |                   google.cloud.compute_v1.services.region_backend_buckets.transports.base
import time:       844 |        844 |                     google.cloud.compute_v1.services.region_backend_buckets.transports.rest_base
import time:      3262 |       4106 |                   google.cloud.compute_v1.services.region_backend_buckets.transports.rest
import time:       408 |       5785 |                 google.cloud.compute_v1.services.region_backend_buckets.transports
import time:        37 |       5821 |               google.cloud.compute_v1.services.region_backend_buckets.transports.base
import time:      2248 |       8673 |             google.cloud.compute_v1.services.region_backend_buckets.client
import time:       382 |       9055 |           google.cloud.compute_v1.services.region_backend_buckets
import time:       696 |        696 |               google.cloud.compute_v1.services.region_backend_services.pagers
import time:      1158 |       1158 |                   google.cloud.compute_v1.services.region_backend_services.transports.base
import time:      1086 |       1086 |                     google.cloud.compute_v1.services.region_backend_services.transports.rest_base
import time:      3966 |       5052 |                   google.cloud.compute_v1.services.region_backend_services.transports.rest
import time:       359 |       6568 |                 google.cloud.compute_v1.services.region_backend_services.transports
import time:        48 |       6616 |               google.cloud.compute_v1.services.region_backend_services.transports.base
import time:      2940 |      10251 |             google.cloud.compute_v1.services.region_backend_services.client
import time:       330 |      10580 |           google.cloud.compute_v1.services.region_backend_services
import time:       738 |        738 |               google.cloud.compute_v1.services.region_commitments.pagers
import time:      1088 |       1088 |                   google.cloud.compute_v1.services.region_commitments.transports.base
import time:       669 |        669 |                     google.cloud.compute_v1.services.region_commitments.transports.rest_base
import time:      2379 |       3048 |                   google.cloud.compute_v1.services.region_commitments.transports.rest
import time:       367 |       4502 |                 google.cloud.compute_v1.services.region_commitments.transports
import time:        42 |       4544 |               google.cloud.compute_v1.services.region_commitments.transports.base
import time:      1640 |       6920 |             google.cloud.compute_v1.services.region_commitments.client
import time:       377 |       7297 |           google.cloud.compute_v1.services.region_commitments
import time:       695 |        695 |               google.cloud.compute_v1.services.region_composite_health_checks.pagers
import time:      1043 |       1043 |                   google.cloud.compute_v1.services.region_composite_health_checks.transports.base
import time:       819 |        819 |                     google.cloud.compute_v1.services.region_composite_health_checks.transports.rest_base
import time:      3076 |       3895 |                   google.cloud.compute_v1.services.region_composite_health_checks.transports.rest
import time:       384 |       5320 |                 google.cloud.compute_v1.services.region_composite_health_checks.transports
import time:        50 |       5369 |               google.cloud.compute_v1.services.region_composite_health_checks.transports.base
import time:      3530 |       9593 |             google.cloud.compute_v1.services.region_composite_health_checks.client
import time:       328 |       9921 |           google.cloud.compute_v1.services.region_composite_health_checks
import time:       447 |        447 |               google.cloud.compute_v1.services.region_disk_types.pagers
import time:       659 |        659 |                   google.cloud.compute_v1.services.region_disk_types.transports.base
import time:       670 |        670 |                     google.cloud.compute_v1.services.region_disk_types.transports.rest_base
import time:      2021 |       2690 |                   google.cloud.compute_v1.services.region_disk_types.transports.rest
import time:       335 |       3684 |                 google.cloud.compute_v1.services.region_disk_types.transports
import time:        37 |       3720 |               google.cloud.compute_v1.services.region_disk_types.transports.base
import time:      1255 |       5421 |             google.cloud.compute_v1.services.region_disk_types.client
import time:       382 |       5803 |           google.cloud.compute_v1.services.region_disk_types
import time:       597 |        597 |               google.cloud.compute_v1.services.region_disks.pagers
import time:      1619 |       1619 |                   google.cloud.compute_v1.services.region_disks.transports.base
import time:      1504 |       1504 |                     google.cloud.compute_v1.services.region_disks.transports.rest_base
import time:      4669 |       6172 |                   google.cloud.compute_v1.services.region_disks.transports.rest
import time:       371 |       8162 |                 google.cloud.compute_v1.services.region_disks.transports
import time:        41 |       8202 |               google.cloud.compute_v1.services.region_disks.transports.base
import time:      4073 |      12872 |             google.cloud.compute_v1.services.region_disks.client
import time:       382 |      13253 |           google.cloud.compute_v1.services.region_disks
import time:       619 |        619 |               google.cloud.compute_v1.services.region_health_aggregation_policies.pagers
import time:       974 |        974 |                   google.cloud.compute_v1.services.region_health_aggregation_policies.transports.base
import time:       910 |        910 |                     google.cloud.compute_v1.services.region_health_aggregation_policies.transports.rest_base
import time:      2981 |       3891 |                   google.cloud.compute_v1.services.region_health_aggregation_policies.transports.rest
import time:       335 |       5198 |                 google.cloud.compute_v1.services.region_health_aggregation_policies.transports
import time:        39 |       5236 |               google.cloud.compute_v1.services.region_health_aggregation_policies.transports.base
import time:      1689 |       7543 |             google.cloud.compute_v1.services.region_health_aggregation_policies.client
import time:       359 |       7901 |           google.cloud.compute_v1.services.region_health_aggregation_policies
import time:       639 |        639 |               google.cloud.compute_v1.services.region_health_check_services.pagers
import time:       922 |        922 |                   google.cloud.compute_v1.services.region_health_check_services.transports.base
import time:       728 |        728 |                     google.cloud.compute_v1.services.region_health_check_services.transports.rest_base
import time:      2629 |       3357 |                   google.cloud.compute_v1.services.region_health_check_services.transports.rest
import time:       323 |       4601 |                 google.cloud.compute_v1.services.region_health_check_services.transports
import time:        42 |       4643 |               google.cloud.compute_v1.services.region_health_check_services.transports.base
import time:      1890 |       7171 |             google.cloud.compute_v1.services.region_health_check_services.client
import time:       330 |       7501 |           google.cloud.compute_v1.services.region_health_check_services
import time:       494 |        494 |               google.cloud.compute_v1.services.region_health_checks.pagers
import time:       835 |        835 |                   google.cloud.compute_v1.services.region_health_checks.transports.base
import time:       921 |        921 |                     google.cloud.compute_v1.services.region_health_checks.transports.rest_base
import time:      2428 |       3349 |                   google.cloud.compute_v1.services.region_health_checks.transports.rest
import time:       312 |       4494 |                 google.cloud.compute_v1.services.region_health_checks.transports
import time:        37 |       4531 |               google.cloud.compute_v1.services.region_health_checks.transports.base
import time:      1850 |       6874 |             google.cloud.compute_v1.services.region_health_checks.client
import time:       330 |       7203 |           google.cloud.compute_v1.services.region_health_checks
import time:       614 |        614 |               google.cloud.compute_v1.services.region_health_sources.pagers
import time:      1244 |       1244 |                   google.cloud.compute_v1.services.region_health_sources.transports.base
import time:       889 |        889 |                     google.cloud.compute_v1.services.region_health_sources.transports.rest_base
import time:      2677 |       3565 |                   google.cloud.compute_v1.services.region_health_sources.transports.rest
import time:       355 |       5162 |                 google.cloud.compute_v1.services.region_health_sources.transports
import time:        37 |       5199 |               google.cloud.compute_v1.services.region_health_sources.transports.base
import time:      1840 |       7652 |             google.cloud.compute_v1.services.region_health_sources.client
import time:       339 |       7991 |           google.cloud.compute_v1.services.region_health_sources
import time:       444 |        444 |               google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.pagers
import time:      2360 |       2360 |                   google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.transports.base
import time:       604 |        604 |                     google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.transports.rest_base
import time:      2403 |       3006 |                   google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.transports.rest
import time:       319 |       5684 |                 google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.transports
import time:        40 |       5723 |               google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.transports.base
import time:      1743 |       7909 |             google.cloud.compute_v1.services.region_instance_group_manager_resize_requests.client
import time:       393 |       8301 |           google.cloud.compute_v1.services.region_instance_group_manager_resize_requests
import time:       735 |        735 |               google.cloud.compute_v1.services.region_instance_group_managers.pagers
import time:      1624 |       1624 |                   google.cloud.compute_v1.services.region_instance_group_managers.transports.base
import time:      1586 |       1586 |                     google.cloud.compute_v1.services.region_instance_group_managers.transports.rest_base
import time:      5089 |       6674 |                   google.cloud.compute_v1.services.region_instance_group_managers.transports.rest
import time:       351 |       8648 |                 google.cloud.compute_v1.services.region_instance_group_managers.transports
import time:        45 |       8693 |               google.cloud.compute_v1.services.region_instance_group_managers.transports.base
import time:      3874 |      13302 |             google.cloud.compute_v1.services.region_instance_group_managers.client
import time:       331 |      13633 |           google.cloud.compute_v1.services.region_instance_group_managers
import time:       600 |        600 |               google.cloud.compute_v1.services.region_instance_groups.pagers
import time:      1132 |       1132 |                   google.cloud.compute_v1.services.region_instance_groups.transports.base
import time:       615 |        615 |                     google.cloud.compute_v1.services.region_instance_groups.transports.rest_base
import time:      2311 |       2925 |                   google.cloud.compute_v1.services.region_instance_groups.transports.rest
import time:       331 |       4387 |                 google.cloud.compute_v1.services.region_instance_groups.transports
import time:        40 |       4426 |               google.cloud.compute_v1.services.region_instance_groups.transports.base
import time:      1530 |       6555 |             google.cloud.compute_v1.services.region_instance_groups.client
import time:       411 |       6966 |           google.cloud.compute_v1.services.region_instance_groups
import time:       498 |        498 |               google.cloud.compute_v1.services.region_instance_templates.pagers
import time:       857 |        857 |                   google.cloud.compute_v1.services.region_instance_templates.transports.base
import time:       585 |        585 |                     google.cloud.compute_v1.services.region_instance_templates.transports.rest_base
import time:      2217 |       2801 |                   google.cloud.compute_v1.services.region_instance_templates.transports.rest
import time:       410 |       4067 |                 google.cloud.compute_v1.services.region_instance_templates.transports
import time:        39 |       4105 |               google.cloud.compute_v1.services.region_instance_templates.transports.base
import time:      1839 |       6441 |             google.cloud.compute_v1.services.region_instance_templates.client
import time:       336 |       6776 |           google.cloud.compute_v1.services.region_instance_templates
import time:       519 |        519 |                   google.cloud.compute_v1.services.region_instances.transports.base
import time:       411 |        411 |                     google.cloud.compute_v1.services.region_instances.transports.rest_base
import time:      1729 |       2139 |                   google.cloud.compute_v1.services.region_instances.transports.rest
import time:       319 |       2976 |                 google.cloud.compute_v1.services.region_instances.transports
import time:        37 |       3012 |               google.cloud.compute_v1.services.region_instances.transports.base
import time:      1210 |       4221 |             google.cloud.compute_v1.services.region_instances.client
import time:       331 |       4552 |           google.cloud.compute_v1.services.region_instances
import time:       462 |        462 |               google.cloud.compute_v1.services.region_instant_snapshot_groups.pagers
import time:      1197 |       1197 |                   google.cloud.compute_v1.services.region_instant_snapshot_groups.transports.base
import time:       695 |        695 |                     google.cloud.compute_v1.services.region_instant_snapshot_groups.transports.rest_base
import time:      2484 |       3179 |                   google.cloud.compute_v1.services.region_instant_snapshot_groups.transports.rest
import time:       360 |       4735 |                 google.cloud.compute_v1.services.region_instant_snapshot_groups.transports
import time:        39 |       4774 |               google.cloud.compute_v1.services.region_instant_snapshot_groups.transports.base
import time:      1716 |       6950 |             google.cloud.compute_v1.services.region_instant_snapshot_groups.client
import time:       390 |       7339 |           google.cloud.compute_v1.services.region_instant_snapshot_groups
import time:       441 |        441 |               google.cloud.compute_v1.services.region_instant_snapshots.pagers
import time:      1007 |       1007 |                   google.cloud.compute_v1.services.region_instant_snapshots.transports.base
import time:       917 |        917 |                     google.cloud.compute_v1.services.region_instant_snapshots.transports.rest_base
import time:      2471 |       3388 |                   google.cloud.compute_v1.services.region_instant_snapshots.transports.rest
import time:       366 |       4760 |                 google.cloud.compute_v1.services.region_instant_snapshots.transports
import time:        35 |       4795 |               google.cloud.compute_v1.services.region_instant_snapshots.transports.base
import time:      1974 |       7209 |             google.cloud.compute_v1.services.region_instant_snapshots.client
import time:       362 |       7570 |           google.cloud.compute_v1.services.region_instant_snapshots
import time:       602 |        602 |               google.cloud.compute_v1.services.region_network_endpoint_groups.pagers
import time:       878 |        878 |                   google.cloud.compute_v1.services.region_network_endpoint_groups.transports.base
import time:       773 |        773 |                     google.cloud.compute_v1.services.region_network_endpoint_groups.transports.rest_base
import time:      4232 |       5005 |                   google.cloud.compute_v1.services.region_network_endpoint_groups.transports.rest
import time:       319 |       6201 |                 google.cloud.compute_v1.services.region_network_endpoint_groups.transports
import time:        41 |       6241 |               google.cloud.compute_v1.services.region_network_endpoint_groups.transports.base
import time:      1996 |       8839 |             google.cloud.compute_v1.services.region_network_endpoint_groups.client
import time:       332 |       9170 |           google.cloud.compute_v1.services.region_network_endpoint_groups
import time:       502 |        502 |               google.cloud.compute_v1.services.region_network_firewall_policies.pagers
import time:      1672 |       1672 |                   google.cloud.compute_v1.services.region_network_firewall_policies.transports.base
import time:      1281 |       1281 |                     google.cloud.compute_v1.services.region_network_firewall_policies.transports.rest_base
import time:      4074 |       5354 |                   google.cloud.compute_v1.services.region_network_firewall_policies.transports.rest
import time:       330 |       7356 |                 google.cloud.compute_v1.services.region_network_firewall_policies.transports
import time:        40 |       7396 |               google.cloud.compute_v1.services.region_network_firewall_policies.transports.base
import time:      2889 |      10785 |             google.cloud.compute_v1.services.region_network_firewall_policies.client
import time:       352 |      11137 |           google.cloud.compute_v1.services.region_network_firewall_policies
import time:       644 |        644 |               google.cloud.compute_v1.services.region_notification_endpoints.pagers
import time:      1070 |       1070 |                   google.cloud.compute_v1.services.region_notification_endpoints.transports.base
import time:      1025 |       1025 |                     google.cloud.compute_v1.services.region_notification_endpoints.transports.rest_base
import time:      2613 |       3637 |                   google.cloud.compute_v1.services.region_notification_endpoints.transports.rest
import time:       347 |       5053 |                 google.cloud.compute_v1.services.region_notification_endpoints.transports
import time:        36 |       5089 |               google.cloud.compute_v1.services.region_notification_endpoints.transports.base
import time:      1616 |       7347 |             google.cloud.compute_v1.services.region_notification_endpoints.client
import time:       362 |       7708 |           google.cloud.compute_v1.services.region_notification_endpoints
import time:       467 |        467 |               google.cloud.compute_v1.services.region_security_policies.pagers
import time:      1307 |       1307 |                   google.cloud.compute_v1.services.region_security_policies.transports.base
import time:       898 |        898 |                     google.cloud.compute_v1.services.region_security_policies.transports.rest_base
import time:      3375 |       4272 |                   google.cloud.compute_v1.services.region_security_policies.transports.rest
import time:       378 |       5957 |                 google.cloud.compute_v1.services.region_security_policies.transports
import time:        35 |       5991 |               google.cloud.compute_v1.services.region_security_policies.transports.base
import time:      2511 |       8969 |             google.cloud.compute_v1.services.region_security_policies.client
import time:       338 |       9307 |           google.cloud.compute_v1.services.region_security_policies
import time:       683 |        683 |                   google.cloud.compute_v1.services.region_snapshot_settings.transports.base
import time:       690 |        690 |                     google.cloud.compute_v1.services.region_snapshot_settings.transports.rest_base
import time:      1741 |       2430 |                   google.cloud.compute_v1.services.region_snapshot_settings.transports.rest
import time:       339 |       3452 |                 google.cloud.compute_v1.services.region_snapshot_settings.transports
import time:        37 |       3488 |               google.cloud.compute_v1.services.region_snapshot_settings.transports.base
import time:      1214 |       4702 |             google.cloud.compute_v1.services.region_snapshot_settings.client
import time:       406 |       5107 |           google.cloud.compute_v1.services.region_snapshot_settings
import time:       457 |        457 |               google.cloud.compute_v1.services.region_snapshots.pagers
import time:      1065 |       1065 |                   google.cloud.compute_v1.services.region_snapshots.transports.base
import time:       756 |        756 |                     google.cloud.compute_v1.services.region_snapshots.transports.rest_base
import time:      2959 |       3715 |                   google.cloud.compute_v1.services.region_snapshots.transports.rest
import time:       349 |       5128 |                 google.cloud.compute_v1.services.region_snapshots.transports
import time:        38 |       5165 |               google.cloud.compute_v1.services.region_snapshots.transports.base
import time:      1948 |       7569 |             google.cloud.compute_v1.services.region_snapshots.client
import time:       378 |       7947 |           google.cloud.compute_v1.services.region_snapshots
import time:       532 |        532 |               google.cloud.compute_v1.services.region_ssl_certificates.pagers
import time:       797 |        797 |                   google.cloud.compute_v1.services.region_ssl_certificates.transports.base
import time:       603 |        603 |                     google.cloud.compute_v1.services.region_ssl_certificates.transports.rest_base
import time:      2303 |       2905 |                   google.cloud.compute_v1.services.region_ssl_certificates.transports.rest
import time:       322 |       4023 |                 google.cloud.compute_v1.services.region_ssl_certificates.transports
import time:        38 |       4061 |               google.cloud.compute_v1.services.region_ssl_certificates.transports.base
import time:      1372 |       5964 |             google.cloud.compute_v1.services.region_ssl_certificates.client
import time:       326 |       6290 |           google.cloud.compute_v1.services.region_ssl_certificates
import time:       448 |        448 |               google.cloud.compute_v1.services.region_ssl_policies.pagers
import time:       855 |        855 |                   google.cloud.compute_v1.services.region_ssl_policies.transports.base
import time:       952 |        952 |                     google.cloud.compute_v1.services.region_ssl_policies.transports.rest_base
import time:      2312 |       3264 |                   google.cloud.compute_v1.services.region_ssl_policies.transports.rest
import time:       315 |       4432 |                 google.cloud.compute_v1.services.region_ssl_policies.transports
import time:        35 |       4467 |               google.cloud.compute_v1.services.region_ssl_policies.transports.base
import time:      1598 |       6512 |             google.cloud.compute_v1.services.region_ssl_policies.client
import time:       341 |       6852 |           google.cloud.compute_v1.services.region_ssl_policies
import time:       448 |        448 |               google.cloud.compute_v1.services.region_target_http_proxies.pagers
import time:       902 |        902 |                   google.cloud.compute_v1.services.region_target_http_proxies.transports.base
import time:       663 |        663 |                     google.cloud.compute_v1.services.region_target_http_proxies.transports.rest_base
import time:      2513 |       3176 |                   google.cloud.compute_v1.services.region_target_http_proxies.transports.rest
import time:      1934 |       6011 |                 google.cloud.compute_v1.services.region_target_http_proxies.transports
import time:        52 |       6063 |               google.cloud.compute_v1.services.region_target_http_proxies.transports.base
import time:      2083 |       8593 |             google.cloud.compute_v1.services.region_target_http_proxies.client
import time:       408 |       9000 |           google.cloud.compute_v1.services.region_target_http_proxies
import time:       611 |        611 |               google.cloud.compute_v1.services.region_target_https_proxies.pagers
import time:      1371 |       1371 |                   google.cloud.compute_v1.services.region_target_https_proxies.transports.base
import time:      1097 |       1097 |                     google.cloud.compute_v1.services.region_target_https_proxies.transports.rest_base
import time:      2911 |       4008 |                   google.cloud.compute_v1.services.region_target_https_proxies.transports.rest
import time:       413 |       5790 |                 google.cloud.compute_v1.services.region_target_https_proxies.transports
import time:        45 |       5835 |               google.cloud.compute_v1.services.region_target_https_proxies.transports.base
import time:      2177 |       8621 |             google.cloud.compute_v1.services.region_target_https_proxies.client
import time:       466 |       9087 |           google.cloud.compute_v1.services.region_target_https_proxies
import time:       434 |        434 |               google.cloud.compute_v1.services.region_target_tcp_proxies.pagers
import time:       964 |        964 |                   google.cloud.compute_v1.services.region_target_tcp_proxies.transports.base
import time:       560 |        560 |                     google.cloud.compute_v1.services.region_target_tcp_proxies.transports.rest_base
import time:      2219 |       2778 |                   google.cloud.compute_v1.services.region_target_tcp_proxies.transports.rest
import time:       321 |       4062 |                 google.cloud.compute_v1.services.region_target_tcp_proxies.transports
import time:        40 |       4102 |               google.cloud.compute_v1.services.region_target_tcp_proxies.transports.base
import time:      1434 |       5968 |             google.cloud.compute_v1.services.region_target_tcp_proxies.client
import time:       355 |       6323 |           google.cloud.compute_v1.services.region_target_tcp_proxies
import time:       687 |        687 |               google.cloud.compute_v1.services.region_url_maps.pagers
import time:       900 |        900 |                   google.cloud.compute_v1.services.region_url_maps.transports.base
import time:       709 |        709 |                     google.cloud.compute_v1.services.region_url_maps.transports.rest_base
import time:      2562 |       3271 |                   google.cloud.compute_v1.services.region_url_maps.transports.rest
import time:       339 |       4509 |                 google.cloud.compute_v1.services.region_url_maps.transports
import time:        39 |       4547 |               google.cloud.compute_v1.services.region_url_maps.transports.base
import time:      2004 |       7237 |             google.cloud.compute_v1.services.region_url_maps.client
import time:       372 |       7608 |           google.cloud.compute_v1.services.region_url_maps
import time:       470 |        470 |               google.cloud.compute_v1.services.region_zones.pagers
import time:       588 |        588 |                   google.cloud.compute_v1.services.region_zones.transports.base
import time:       441 |        441 |                     google.cloud.compute_v1.services.region_zones.transports.rest_base
import time:      1936 |       2376 |                   google.cloud.compute_v1.services.region_zones.transports.rest
import time:       386 |       3349 |                 google.cloud.compute_v1.services.region_zones.transports
import time:        48 |       3397 |               google.cloud.compute_v1.services.region_zones.transports.base
import time:      1401 |       5267 |             google.cloud.compute_v1.services.region_zones.client
import time:       409 |       5676 |           google.cloud.compute_v1.services.region_zones
import time:       409 |        409 |               google.cloud.compute_v1.services.regions.pagers
import time:       652 |        652 |                   google.cloud.compute_v1.services.regions.transports.base
import time:       576 |        576 |                     google.cloud.compute_v1.services.regions.transports.rest_base
import time:      1969 |       2545 |                   google.cloud.compute_v1.services.regions.transports.rest
import time:       308 |       3503 |                 google.cloud.compute_v1.services.regions.transports
import time:        40 |       3543 |               google.cloud.compute_v1.services.regions.transports.base
import time:      1474 |       5425 |             google.cloud.compute_v1.services.regions.client
import time:       331 |       5755 |           google.cloud.compute_v1.services.regions
import time:       445 |        445 |               google.cloud.compute_v1.services.reservation_blocks.pagers
import time:       963 |        963 |                   google.cloud.compute_v1.services.reservation_blocks.transports.base
import time:       619 |        619 |                     google.cloud.compute_v1.services.reservation_blocks.transports.rest_base
import time:      2615 |       3233 |                   google.cloud.compute_v1.services.reservation_blocks.transports.rest
import time:       364 |       4559 |                 google.cloud.compute_v1.services.reservation_blocks.transports
import time:        37 |       4596 |               google.cloud.compute_v1.services.reservation_blocks.transports.base
import time:      1691 |       6731 |             google.cloud.compute_v1.services.reservation_blocks.client
import time:       376 |       7106 |           google.cloud.compute_v1.services.reservation_blocks
import time:       423 |        423 |               google.cloud.compute_v1.services.reservation_slots.pagers
import time:       807 |        807 |                   google.cloud.compute_v1.services.reservation_slots.transports.base
import time:       775 |        775 |                     google.cloud.compute_v1.services.reservation_slots.transports.rest_base
import time:      2102 |       2877 |                   google.cloud.compute_v1.services.reservation_slots.transports.rest
import time:       357 |       4039 |                 google.cloud.compute_v1.services.reservation_slots.transports
import time:        35 |       4074 |               google.cloud.compute_v1.services.reservation_slots.transports.base
import time:      1481 |       5977 |             google.cloud.compute_v1.services.reservation_slots.client
import time:       329 |       6306 |           google.cloud.compute_v1.services.reservation_slots
import time:       497 |        497 |               google.cloud.compute_v1.services.reservation_sub_blocks.pagers
import time:      1115 |       1115 |                   google.cloud.compute_v1.services.reservation_sub_blocks.transports.base
import time:       695 |        695 |                     google.cloud.compute_v1.services.reservation_sub_blocks.transports.rest_base
import time:      2639 |       3334 |                   google.cloud.compute_v1.services.reservation_sub_blocks.transports.rest
import time:       335 |       4783 |                 google.cloud.compute_v1.services.reservation_sub_blocks.transports
import time:        39 |       4821 |               google.cloud.compute_v1.services.reservation_sub_blocks.transports.base
