import time: self [us] | cumulative | imported package
import time:      1666 |       6047 |                       google.cloud.compute_v1.services.zone_operations.client
import time:       308 |       6355 |                     google.cloud.compute_v1.services.zone_operations
import time:       945 |       7299 |                   google.cloud.compute_v1.services.autoscalers.transports.base
import time:       902 |        902 |                     google.cloud.compute_v1.services.autoscalers.transports.rest_base
import time:      2918 |       3819 |                   google.cloud.compute_v1.services.autoscalers.transports.rest
import time:       358 |      11475 |                 google.cloud.compute_v1.services.autoscalers.transports
import time:        38 |      11513 |               google.cloud.compute_v1.services.autoscalers.transports.base
import time:      2064 |      14261 |             google.cloud.compute_v1.services.autoscalers.client
import time:       337 |      14598 |           google.cloud.compute_v1.services.autoscalers
import time:       758 |        758 |               google.cloud.compute_v1.services.backend_buckets.pagers
import time:       634 |        634 |                         google.cloud.compute_v1.services.global_operations.pagers
import time:      1154 |       1154 |                             google.cloud.compute_v1.services.global_operations.transports.base
import time:       559 |        559 |                               google.cloud.compute_v1.services.global_operations.transports.rest_base
import time:      2245 |       2803 |                             google.cloud.compute_v1.services.global_operations.transports.rest
import time:       338 |       4294 |                           google.cloud.compute_v1.services.global_operations.transports
import time:        52 |       4346 |                         google.cloud.compute_v1.services.global_operations.transports.base
import time:      1505 |       6483 |                       google.cloud.compute_v1.services.global_operations.client
import time:       271 |       6754 |                     google.cloud.compute_v1.services.global_operations
import time:      1335 |       8088 |                   google.cloud.compute_v1.services.backend_buckets.transports.base
import time:      1318 |       1318 |                     google.cloud.compute_v1.services.backend_buckets.transports.rest_base
import time:      3533 |       4851 |                   google.cloud.compute_v1.services.backend_buckets.transports.rest
import time:       361 |      13299 |                 google.cloud.compute_v1.services.backend_buckets.transports
import time:        39 |      13338 |               google.cloud.compute_v1.services.backend_buckets.transports.base
import time:      4375 |      18469 |             google.cloud.compute_v1.services.backend_buckets.client
import time:       356 |      18825 |           google.cloud.compute_v1.services.backend_buckets
import time:       849 |        849 |               google.cloud.compute_v1.services.backend_services.pagers
import time:      1432 |       1432 |                   google.cloud.compute_v1.services.backend_services.transports.base
import time:      1375 |       1375 |                     google.cloud.compute_v1.services.backend_services.transports.rest_base
import time:      3686 |       5060 |                   google.cloud.compute_v1.services.backend_services.transports.rest
import time:       414 |       6905 |                 google.cloud.compute_v1.services.backend_services.transports
import time:        39 |       6943 |               google.cloud.compute_v1.services.backend_services.transports.base
import time:      2535 |      10326 |             google.cloud.compute_v1.services.backend_services.client
import time:       456 |      10782 |           google.cloud.compute_v1.services.backend_services
import time:       430 |        430 |               google.cloud.compute_v1.services.cross_site_networks.pagers
import time:      1044 |       1044 |                   google.cloud.compute_v1.services.cross_site_networks.transports.base
import time:       790 |        790 |                     google.cloud.compute_v1.services.cross_site_networks.transports.rest_base
import time:      2673 |       3463 |                   google.cloud.compute_v1.services.cross_site_networks.transports.rest
import time:       319 |       4825 |                 google.cloud.compute_v1.services.cross_site_networks.transports
import time:        44 |       4868 |               google.cloud.compute_v1.services.cross_site_networks.transports.base
import time:      1623 |       6919 |             google.cloud.compute_v1.services.cross_site_networks.client
import time:       346 |       7265 |           google.cloud.compute_v1.services.cross_site_networks
import time:       666 |        666 |               google.cloud.compute_v1.services.disk_types.pagers
import time:       808 |        808 |                   google.cloud.compute_v1.services.disk_types.transports.base
import time:       594 |        594 |                     google.cloud.compute_v1.services.disk_types.transports.rest_base
import time:      2097 |       2690 |                   google.cloud.compute_v1.services.disk_types.transports.rest
import time:       347 |       3843 |                 google.cloud.compute_v1.services.disk_types.transports
import time:        37 |       3879 |               google.cloud.compute_v1.services.disk_types.transports.base
import time:      1659 |       6203 |             google.cloud.compute_v1.services.disk_types.client
import time:       363 |       6566 |           google.cloud.compute_v1.services.disk_types
import time:       634 |        634 |               google.cloud.compute_v1.services.disks.pagers
import time:      1462 |       1462 |                   google.cloud.compute_v1.services.disks.transports.base
import time:      1585 |       1585 |                     google.cloud.compute_v1.services.disks.transports.rest_base
import time:      4589 |       6173 |                   google.cloud.compute_v1.services.disks.transports.rest
import time:       375 |       8010 |                 google.cloud.compute_v1.services.disks.transports
import time:        38 |       8047 |               google.cloud.compute_v1.services.disks.transports.base
import time:      3625 |      12306 |             google.cloud.compute_v1.services.disks.client
import time:       350 |      12656 |           google.cloud.compute_v1.services.disks
import time:       461 |        461 |               google.cloud.compute_v1.services.external_vpn_gateways.pagers
import time:       946 |        946 |                   google.cloud.compute_v1.services.external_vpn_gateways.transports.base
import time:       678 |        678 |                     google.cloud.compute_v1.services.external_vpn_gateways.transports.rest_base
import time:      2774 |       3451 |                   google.cloud.compute_v1.services.external_vpn_gateways.transports.rest
import time:       317 |       4713 |                 google.cloud.compute_v1.services.external_vpn_gateways.transports
import time:        37 |       4749 |               google.cloud.compute_v1.services.external_vpn_gateways.transports.base
import time:      1679 |       6889 |             google.cloud.compute_v1.services.external_vpn_gateways.client
import time:       387 |       7275 |           google.cloud.compute_v1.services.external_vpn_gateways
import time:       472 |        472 |               google.cloud.compute_v1.services.firewall_policies.pagers
import time:       354 |        354 |                         google.cloud.compute_v1.services.global_organization_operations.pagers
import time:       987 |        987 |                             google.cloud.compute_v1.services.global_organization_operations.transports.base
import time:       606 |        606 |                               google.cloud.compute_v1.services.global_organization_operations.transports.rest_base
import time:      1992 |       2598 |                             google.cloud.compute_v1.services.global_organization_operations.transports.rest
import time:       311 |       3896 |                           google.cloud.compute_v1.services.global_organization_operations.transports
import time:        37 |       3932 |                         google.cloud.compute_v1.services.global_organization_operations.transports.base
import time:      1221 |       5505 |                       google.cloud.compute_v1.services.global_organization_operations.client
import time:       319 |       5824 |                     google.cloud.compute_v1.services.global_organization_operations
import time:      1563 |       7386 |                   google.cloud.compute_v1.services.firewall_policies.transports.base
import time:      1605 |       1605 |                     google.cloud.compute_v1.services.firewall_policies.transports.rest_base
import time:      5899 |       7504 |                   google.cloud.compute_v1.services.firewall_policies.transports.rest
import time:       309 |      15198 |                 google.cloud.compute_v1.services.firewall_policies.transports
import time:        38 |      15235 |               google.cloud.compute_v1.services.firewall_policies.transports.base
import time:      2965 |      18671 |             google.cloud.compute_v1.services.firewall_policies.client
import time:       369 |      19039 |           google.cloud.compute_v1.services.firewall_policies
import time:       454 |        454 |               google.cloud.compute_v1.services.firewalls.pagers
import time:       903 |        903 |                   google.cloud.compute_v1.services.firewalls.transports.base
import time:      1144 |       1144 |                     google.cloud.compute_v1.services.firewalls.transports.rest_base
import time:      3872 |       5016 |                   google.cloud.compute_v1.services.firewalls.transports.rest
import time:       396 |       6314 |                 google.cloud.compute_v1.services.firewalls.transports
import time:        40 |       6353 |               google.cloud.compute_v1.services.firewalls.transports.base
import time:      2037 |       8843 |             google.cloud.compute_v1.services.firewalls.client
import time:       437 |       9279 |           google.cloud.compute_v1.services.firewalls
import time:       626 |        626 |               google.cloud.compute_v1.services.forwarding_rules.pagers
import time:      1064 |       1064 |                   google.cloud.compute_v1.services.forwarding_rules.transports.base
import time:      1115 |       1115 |                     google.cloud.compute_v1.services.forwarding_rules.transports.rest_base
import time:      2800 |       3914 |                   google.cloud.compute_v1.services.forwarding_rules.transports.rest
import time:       394 |       5372 |                 google.cloud.compute_v1.services.forwarding_rules.transports
import time:        38 |       5409 |               google.cloud.compute_v1.services.forwarding_rules.transports.base
import time:      2134 |       8168 |             google.cloud.compute_v1.services.forwarding_rules.client
import time:       347 |       8515 |           google.cloud.compute_v1.services.forwarding_rules
import time:       632 |        632 |               google.cloud.compute_v1.services.future_reservations.pagers
import time:       989 |        989 |                   google.cloud.compute_v1.services.future_reservations.transports.base
import time:       801 |        801 |                     google.cloud.compute_v1.services.future_reservations.transports.rest_base
import time:      2859 |       3659 |                   google.cloud.compute_v1.services.future_reservations.transports.rest
import time:       345 |       4993 |                 google.cloud.compute_v1.services.future_reservations.transports
import time:        37 |       5030 |               google.cloud.compute_v1.services.future_reservations.transports.base
import time:      1841 |       7501 |             google.cloud.compute_v1.services.future_reservations.client
import time:       371 |       7871 |           google.cloud.compute_v1.services.future_reservations
import time:       448 |        448 |               google.cloud.compute_v1.services.global_addresses.pagers
import time:      1000 |       1000 |                   google.cloud.compute_v1.services.global_addresses.transports.base
import time:      1313 |       1313 |                     google.cloud.compute_v1.services.global_addresses.transports.rest_base
import time:      2706 |       4019 |                   google.cloud.compute_v1.services.global_addresses.transports.rest
import time:       370 |       5388 |                 google.cloud.compute_v1.services.global_addresses.transports
import time:        37 |       5425 |               google.cloud.compute_v1.services.global_addresses.transports.base
import time:      2012 |       7884 |             google.cloud.compute_v1.services.global_addresses.client
import time:       390 |       8274 |           google.cloud.compute_v1.services.global_addresses
import time:       622 |        622 |               google.cloud.compute_v1.services.global_forwarding_rules.pagers
import time:       816 |        816 |                   google.cloud.compute_v1.services.global_forwarding_rules.transports.base
import time:       816 |        816 |                     google.cloud.compute_v1.services.global_forwarding_rules.transports.rest_base
import time:      2777 |       3592 |                   google.cloud.compute_v1.services.global_forwarding_rules.transports.rest
import time:       330 |       4738 |                 google.cloud.compute_v1.services.global_forwarding_rules.transports
import time:        40 |       4777 |               google.cloud.compute_v1.services.global_forwarding_rules.transports.base
import time:      1740 |       7138 |             google.cloud.compute_v1.services.global_forwarding_rules.client
import time:       356 |       7494 |           google.cloud.compute_v1.services.global_forwarding_rules
import time:       554 |        554 |               google.cloud.compute_v1.services.global_network_endpoint_groups.pagers
import time:       892 |        892 |                   google.cloud.compute_v1.services.global_network_endpoint_groups.transports.base
import time:       905 |        905 |                     google.cloud.compute_v1.services.global_network_endpoint_groups.transports.rest_base
import time:      2389 |       3293 |                   google.cloud.compute_v1.services.global_network_endpoint_groups.transports.rest
import time:       336 |       4521 |                 google.cloud.compute_v1.services.global_network_endpoint_groups.transports
import time:        50 |       4571 |               google.cloud.compute_v1.services.global_network_endpoint_groups.transports.base
import time:      1773 |       6897 |             google.cloud.compute_v1.services.global_network_endpoint_groups.client
import time:       340 |       7236 |           google.cloud.compute_v1.services.global_network_endpoint_groups
import time:       468 |        468 |               google.cloud.compute_v1.services.global_public_delegated_prefixes.pagers
import time:      1144 |       1144 |                   google.cloud.compute_v1.services.global_public_delegated_prefixes.transports.base
import time:       600 |        600 |                     google.cloud.compute_v1.services.global_public_delegated_prefixes.transports.rest_base
import time:      2188 |       2787 |                   google.cloud.compute_v1.services.global_public_delegated_prefixes.transports.rest
import time:       493 |       4423 |                 google.cloud.compute_v1.services.global_public_delegated_prefixes.transports
import time:        40 |       4463 |               google.cloud.compute_v1.services.global_public_delegated_prefixes.transports.base
import time:      1780 |       6710 |             google.cloud.compute_v1.services.global_public_delegated_prefixes.client
import time:       369 |       7079 |           google.cloud.compute_v1.services.global_public_delegated_prefixes
import time:       612 |        612 |               google.cloud.compute_v1.services.global_vm_extension_policies.pagers
import time:       885 |        885 |                   google.cloud.compute_v1.services.global_vm_extension_policies.transports.base
import time:       778 |        778 |                     google.cloud.compute_v1.services.global_vm_extension_policies.transports.rest_base
import time:      4397 |       5175 |                   google.cloud.compute_v1.services.global_vm_extension_policies.transports.rest
import time:       325 |       6384 |                 google.cloud.compute_v1.services.global_vm_extension_policies.transports
import time:        47 |       6430 |               google.cloud.compute_v1.services.global_vm_extension_policies.transports.base
import time:      1589 |       8630 |             google.cloud.compute_v1.services.global_vm_extension_policies.client
import time:       340 |       8970 |           google.cloud.compute_v1.services.global_vm_extension_policies
import time:       609 |        609 |               google.cloud.compute_v1.services.health_checks.pagers
import time:       950 |        950 |                   google.cloud.compute_v1.services.health_checks.transports.base
import time:       763 |        763 |                     google.cloud.compute_v1.services.health_checks.transports.rest_base
import time:      2752 |       3515 |                   google.cloud.compute_v1.services.health_checks.transports.rest
import time:       320 |       4784 |                 google.cloud.compute_v1.services.health_checks.transports
import time:        38 |       4821 |               google.cloud.compute_v1.services.health_checks.transports.base
import time:      1857 |       7286 |             google.cloud.compute_v1.services.health_checks.client
import time:       414 |       7700 |           google.cloud.compute_v1.services.health_checks
import time:       720 |        720 |                   google.cloud.compute_v1.services.image_family_views.transports.base
import time:       438 |        438 |                     google.cloud.compute_v1.services.image_family_views.transports.rest_base
import time:      1682 |       2120 |                   google.cloud.compute_v1.services.image_family_views.transports.rest
import time:       359 |       3197 |                 google.cloud.compute_v1.services.image_family_views.transports
import time:        32 |       3229 |               google.cloud.compute_v1.services.image_family_views.transports.base
import time:       991 |       4219 |             google.cloud.compute_v1.services.image_family_views.client
import time:       345 |       4564 |           google.cloud.compute_v1.services.image_family_views
import time:       472 |        472 |               google.cloud.compute_v1.services.images.pagers
import time:      1611 |       1611 |                   google.cloud.compute_v1.services.images.transports.base
import time:       839 |        839 |                     google.cloud.compute_v1.services.images.transports.rest_base
import time:      3013 |       3851 |                   google.cloud.compute_v1.services.images.transports.rest
import time:       373 |       5835 |                 google.cloud.compute_v1.services.images.transports
import time:        43 |       5877 |               google.cloud.compute_v1.services.images.transports.base
import time:      2284 |       8632 |             google.cloud.compute_v1.services.images.client
import time:       331 |       8962 |           google.cloud.compute_v1.services.images
import time:       480 |        480 |               google.cloud.compute_v1.services.instance_group_manager_resize_requests.pagers
import time:      1087 |       1087 |                   google.cloud.compute_v1.services.instance_group_manager_resize_requests.transports.base
import time:       718 |        718 |                     google.cloud.compute_v1.services.instance_group_manager_resize_requests.transports.rest_base
import time:      2390 |       3107 |                   google.cloud.compute_v1.services.instance_group_manager_resize_requests.transports.rest
import time:       330 |       4522 |                 google.cloud.compute_v1.services.instance_group_manager_resize_requests.transports
import time:        40 |       4562 |               google.cloud.compute_v1.services.instance_group_manager_resize_requests.transports.base
import time:      1620 |       6661 |             google.cloud.compute_v1.services.instance_group_manager_resize_requests.client
import time:       443 |       7104 |           google.cloud.compute_v1.services.instance_group_manager_resize_requests
import time:       956 |        956 |               google.cloud.compute_v1.services.instance_group_managers.pagers
import time:      1646 |       1646 |                   google.cloud.compute_v1.services.instance_group_managers.transports.base
import time:      1395 |       1395 |                     google.cloud.compute_v1.services.instance_group_managers.transports.rest_base
import time:      4795 |       6190 |                   google.cloud.compute_v1.services.instance_group_managers.transports.rest
import time:       356 |       8191 |                 google.cloud.compute_v1.services.instance_group_managers.transports
import time:        50 |       8240 |               google.cloud.compute_v1.services.instance_group_managers.transports.base
import time:      4205 |      13400 |             google.cloud.compute_v1.services.instance_group_managers.client
import time:       326 |      13726 |           google.cloud.compute_v1.services.instance_group_managers
import time:      1213 |       1213 |               google.cloud.compute_v1.services.instance_groups.pagers
import time:      1374 |       1374 |                   google.cloud.compute_v1.services.instance_groups.transports.base
import time:       865 |        865 |                     google.cloud.compute_v1.services.instance_groups.transports.rest_base
import time:      3575 |       4439 |                   google.cloud.compute_v1.services.instance_groups.transports.rest
import time:       547 |       6359 |                 google.cloud.compute_v1.services.instance_groups.transports
import time:        41 |       6400 |               google.cloud.compute_v1.services.instance_groups.transports.base
import time:      2449 |      10060 |             google.cloud.compute_v1.services.instance_groups.client
import time:       389 |      10449 |           google.cloud.compute_v1.services.instance_groups
import time:       714 |        714 |                   google.cloud.compute_v1.services.instance_settings_service.transports.base
import time:      2280 |       2280 |                     google.cloud.compute_v1.services.instance_settings_service.transports.rest_base
import time:      1991 |       4271 |                   google.cloud.compute_v1.services.instance_settings_service.transports.rest
import time:       406 |       5390 |                 google.cloud.compute_v1.services.instance_settings_service.transports
import time:        31 |       5420 |               google.cloud.compute_v1.services.instance_settings_service.transports.base
import time:      1345 |       6764 |             google.cloud.compute_v1.services.instance_settings_service.client
import time:       352 |       7116 |           google.cloud.compute_v1.services.instance_settings_service
import time:       757 |        757 |               google.cloud.compute_v1.services.instance_templates.pagers
import time:      1024 |       1024 |                   google.cloud.compute_v1.services.instance_templates.transports.base
import time:     54966 |      54966 |                     google.cloud.compute_v1.services.instance_templates.transports.rest_base
import time:      2989 |      57955 |                   google.cloud.compute_v1.services.instance_templates.transports.rest
import time:       361 |      59338 |                 google.cloud.compute_v1.services.instance_templates.transports
import time:        49 |      59386 |               google.cloud.compute_v1.services.instance_templates.transports.base
import time:      2368 |      62511 |             google.cloud.compute_v1.services.instance_templates.client
import time:       363 |      62873 |           google.cloud.compute_v1.services.instance_templates
import time:       846 |        846 |               google.cloud.compute_v1.services.instances.pagers
import time:      3016 |       3016 |                   google.cloud.compute_v1.services.instances.transports.base
import time:      3295 |       3295 |                     google.cloud.compute_v1.services.instances.transports.rest_base
import time:     10427 |      13722 |                   google.cloud.compute_v1.services.instances.transports.rest
import time:       390 |      17127 |                 google.cloud.compute_v1.services.instances.transports
import time:        41 |      17167 |               google.cloud.compute_v1.services.instances.transports.base
import time:      9152 |      27165 |             google.cloud.compute_v1.services.instances.client
import time:       400 |      27564 |           google.cloud.compute_v1.services.instances
import time:       474 |        474 |               google.cloud.compute_v1.services.instant_snapshot_groups.pagers
import time:      1418 |       1418 |                   google.cloud.compute_v1.services.instant_snapshot_groups.transports.base
import time:       846 |        846 |                     google.cloud.compute_v1.services.instant_snapshot_groups.transports.rest_base
import time:      2938 |       3783 |                   google.cloud.compute_v1.services.instant_snapshot_groups.transports.rest
import time:       322 |       5522 |                 google.cloud.compute_v1.services.instant_snapshot_groups.transports
import time:        36 |       5558 |               google.cloud.compute_v1.services.instant_snapshot_groups.transports.base
import time:      2080 |       8111 |             google.cloud.compute_v1.services.instant_snapshot_groups.client
import time:       404 |       8514 |           google.cloud.compute_v1.services.instant_snapshot_groups
import time:       638 |        638 |               google.cloud.compute_v1.services.instant_snapshots.pagers
import time:      1151 |       1151 |                   google.cloud.compute_v1.services.instant_snapshots.transports.base
import time:      1060 |       1060 |                     google.cloud.compute_v1.services.instant_snapshots.transports.rest_base
import time:      3398 |       4457 |                   google.cloud.compute_v1.services.instant_snapshots.transports.rest
import time:       362 |       5969 |                 google.cloud.compute_v1.services.instant_snapshots.transports
import time:        59 |       6027 |               google.cloud.compute_v1.services.instant_snapshots.transports.base
import time:      1805 |       8469 |             google.cloud.compute_v1.services.instant_snapshots.client
import time:       370 |       8839 |           google.cloud.compute_v1.services.instant_snapshots
import time:       496 |        496 |               google.cloud.compute_v1.services.interconnect_attachment_groups.pagers
import time:      2912 |       2912 |                   google.cloud.compute_v1.services.interconnect_attachment_groups.transports.base
import time:      1154 |       1154 |                     google.cloud.compute_v1.services.interconnect_attachment_groups.transports.rest_base
import time:      3977 |       5130 |                   google.cloud.compute_v1.services.interconnect_attachment_groups.transports.rest
import time:       380 |       8421 |                 google.cloud.compute_v1.services.interconnect_attachment_groups.transports
import time:        41 |       8461 |               google.cloud.compute_v1.services.interconnect_attachment_groups.transports.base
import time:      2069 |      11026 |             google.cloud.compute_v1.services.interconnect_attachment_groups.client
import time:       388 |      11413 |           google.cloud.compute_v1.services.interconnect_attachment_groups
import time:       627 |        627 |               google.cloud.compute_v1.services.interconnect_attachments.pagers
import time:      1000 |       1000 |                   google.cloud.compute_v1.services.interconnect_attachments.transports.base
import time:      1093 |       1093 |                     google.cloud.compute_v1.services.interconnect_attachments.transports.rest_base
import time:      2798 |       3890 |                   google.cloud.compute_v1.services.interconnect_attachments.transports.rest
import time:       388 |       5277 |                 google.cloud.compute_v1.services.interconnect_attachments.transports
import time:        39 |       5315 |               google.cloud.compute_v1.services.interconnect_attachments.transports.base
import time:      1924 |       7865 |             google.cloud.compute_v1.services.interconnect_attachments.client
import time:       349 |       8214 |           google.cloud.compute_v1.services.interconnect_attachments
import time:       560 |        560 |               google.cloud.compute_v1.services.interconnect_groups.pagers
import time:      1112 |       1112 |                   google.cloud.compute_v1.services.interconnect_groups.transports.base
import time:      1298 |       1298 |                     google.cloud.compute_v1.services.interconnect_groups.transports.rest_base
import time:      3461 |       4759 |                   google.cloud.compute_v1.services.interconnect_groups.transports.rest
import time:       345 |       6214 |                 google.cloud.compute_v1.services.interconnect_groups.transports
import time:        39 |       6253 |               google.cloud.compute_v1.services.interconnect_groups.transports.base
import time:      2427 |       9239 |             google.cloud.compute_v1.services.interconnect_groups.client
import time:       382 |       9621 |           google.cloud.compute_v1.services.interconnect_groups
import time:       431 |        431 |               google.cloud.compute_v1.services.interconnect_locations.pagers
import time:       890 |        890 |                   google.cloud.compute_v1.services.interconnect_locations.transports.base
import time:       485 |        485 |                     google.cloud.compute_v1.services.interconnect_locations.transports.rest_base
import time:      2156 |       2640 |                   google.cloud.compute_v1.services.interconnect_locations.transports.rest
import time:       339 |       3868 |                 google.cloud.compute_v1.services.interconnect_locations.transports
import time:        43 |       3910 |               google.cloud.compute_v1.services.interconnect_locations.transports.base
import time:      1337 |       5677 |             google.cloud.compute_v1.services.interconnect_locations.client
import time:       430 |       6106 |           google.cloud.compute_v1.services.interconnect_locations
import time:       482 |        482 |               google.cloud.compute_v1.services.interconnect_remote_locations.pagers
import time:       709 |        709 |                   google.cloud.compute_v1.services.interconnect_remote_locations.transports.base
import time:       742 |        742 |                     google.cloud.compute_v1.services.interconnect_remote_locations.transports.rest_base
import time:      1928 |       2669 |                   google.cloud.compute_v1.services.interconnect_remote_locations.transports.rest
import time:       376 |       3753 |                 google.cloud.compute_v1.services.interconnect_remote_locations.transports
import time:        36 |       3789 |               google.cloud.compute_v1.services.interconnect_remote_locations.transports.base
import time:      1305 |       5576 |             google.cloud.compute_v1.services.interconnect_remote_locations.client
import time:       389 |       5965 |           google.cloud.compute_v1.services.interconnect_remote_locations
import time:       519 |        519 |               google.cloud.compute_v1.services.interconnects.pagers
import time:      1050 |       1050 |                   google.cloud.compute_v1.services.interconnects.transports.base
import time:       895 |        895 |                     google.cloud.compute_v1.services.interconnects.transports.rest_base
import time:      3872 |       4767 |                   google.cloud.compute_v1.services.interconnects.transports.rest
import time:       318 |       6134 |                 google.cloud.compute_v1.services.interconnects.transports
import time:        41 |       6174 |               google.cloud.compute_v1.services.interconnects.transports.base
import time:      2454 |       9147 |             google.cloud.compute_v1.services.interconnects.client
import time:       389 |       9535 |           google.cloud.compute_v1.services.interconnects
import time:       725 |        725 |                   google.cloud.compute_v1.services.license_codes.transports.base
import time:       662 |        662 |                     google.cloud.compute_v1.services.license_codes.transports.rest_base
import time:      2307 |       2968 |                   google.cloud.compute_v1.services.license_codes.transports.rest
import time:       333 |       4026 |                 google.cloud.compute_v1.services.license_codes.transports
import time:        62 |       4087 |               google.cloud.compute_v1.services.license_codes.transports.base
import time:      1726 |       5812 |             google.cloud.compute_v1.services.license_codes.client
import time:       359 |       6171 |           google.cloud.compute_v1.services.license_codes
import time:       488 |        488 |               google.cloud.compute_v1.services.licenses.pagers
import time:       928 |        928 |                   google.cloud.compute_v1.services.licenses.transports.base
import time:      1180 |       1180 |                     google.cloud.compute_v1.services.licenses.transports.rest_base
import time:      3041 |       4221 |                   google.cloud.compute_v1.services.licenses.transports.rest
import time:       323 |       5471 |                 google.cloud.compute_v1.services.licenses.transports
import time:        51 |       5521 |               google.cloud.compute_v1.services.licenses.transports.base
import time:      2439 |       8447 |             google.cloud.compute_v1.services.licenses.client
import time:       346 |       8793 |           google.cloud.compute_v1.services.licenses
import time:       443 |        443 |               google.cloud.compute_v1.services.machine_images.pagers
import time:      1187 |       1187 |                   google.cloud.compute_v1.services.machine_images.transports.base
import time:       872 |        872 |                     google.cloud.compute_v1.services.machine_images.transports.rest_base
import time:      4678 |       5549 |                   google.cloud.compute_v1.services.machine_images.transports.rest
import time:       357 |       7093 |                 google.cloud.compute_v1.services.machine_images.transports
import time:        36 |       7128 |               google.cloud.compute_v1.services.machine_images.transports.base
import time:      2049 |       9619 |             google.cloud.compute_v1.services.machine_images.client
import time:       391 |      10009 |           google.cloud.compute_v1.services.machine_images
import time:       677 |        677 |               google.cloud.compute_v1.services.machine_types.pagers
import time:       867 |        867 |                   google.cloud.compute_v1.services.machine_types.transports.base
import time:       946 |        946 |                     google.cloud.compute_v1.services.machine_types.transports.rest_base
import time:      2437 |       3383 |                   google.cloud.compute_v1.services.machine_types.transports.rest
import time:       374 |       4623 |                 google.cloud.compute_v1.services.machine_types.transports
import time:        39 |       4662 |               google.cloud.compute_v1.services.machine_types.transports.base
import time:      1543 |       6881 |             google.cloud.compute_v1.services.machine_types.client
import time:       387 |       7267 |           google.cloud.compute_v1.services.machine_types
import time:       697 |        697 |               google.cloud.compute_v1.services.network_attachments.pagers
import time:      1071 |       1071 |                   google.cloud.compute_v1.services.network_attachments.transports.base
import time:       851 |        851 |                     google.cloud.compute_v1.services.network_attachments.transports.rest_base
import time:      3416 |       4266 |                   google.cloud.compute_v1.services.network_attachments.transports.rest
import time:       405 |       5742 |                 google.cloud.compute_v1.services.network_attachments.transports
import time:        41 |       5782 |               google.cloud.compute_v1.services.network_attachments.transports.base
import time:      2341 |       8819 |             google.cloud.compute_v1.services.network_attachments.client
import time:       328 |       9146 |           google.cloud.compute_v1.services.network_attachments
import time:       614 |        614 |               google.cloud.compute_v1.services.network_edge_security_services.pagers
import time:      1173 |       1173 |                   google.cloud.compute_v1.services.network_edge_security_services.transports.base
import time:      1442 |       1442 |                     google.cloud.compute_v1.services.network_edge_security_services.transports.rest_base
import time:      3988 |       5430 |                   google.cloud.compute_v1.services.network_edge_security_services.transports.rest
import time:       391 |       6993 |                 google.cloud.compute_v1.services.network_edge_security_services.transports
import time:        51 |       7043 |               google.cloud.compute_v1.services.network_edge_security_services.transports.base
import time:      2209 |       9865 |             google.cloud.compute_v1.services.network_edge_security_services.client
import time:       381 |      10246 |           google.cloud.compute_v1.services.network_edge_security_services
import time:      1061 |       1061 |               google.cloud.compute_v1.services.network_endpoint_groups.pagers
import time:      1398 |       1398 |                   google.cloud.compute_v1.services.network_endpoint_groups.transports.base
import time:      1028 |       1028 |                     google.cloud.compute_v1.services.network_endpoint_groups.transports.rest_base
import time:      3298 |       4325 |                   google.cloud.compute_v1.services.network_endpoint_groups.transports.rest
import time:       410 |       6132 |                 google.cloud.compute_v1.services.network_endpoint_groups.transports
import time:        39 |       6171 |               google.cloud.compute_v1.services.network_endpoint_groups.transports.base
import time:      2852 |      10082 |             google.cloud.compute_v1.services.network_endpoint_groups.client
import time:       479 |      10560 |           google.cloud.compute_v1.services.network_endpoint_groups
import time:       725 |        725 |               google.cloud.compute_v1.services.network_firewall_policies.pagers
import time:      1862 |       1862 |                   google.cloud.compute_v1.services.network_firewall_policies.transports.base
import time:      1653 |       1653 |                     google.cloud.compute_v1.services.network_firewall_policies.transports.rest_base
import time:      5812 |       7464 |                   google.cloud.compute_v1.services.network_firewall_policies.transports.rest
import time:       343 |       9669 |                 google.cloud.compute_v1.services.network_firewall_policies.transports
import time:        40 |       9708 |               google.cloud.compute_v1.services.network_firewall_policies.transports.base
import time:      3675 |      14107 |             google.cloud.compute_v1.services.network_firewall_policies.client
import time:       358 |      14464 |           google.cloud.compute_v1.services.network_firewall_policies
import time:       748 |        748 |               google.cloud.compute_v1.services.network_profiles.pagers
import time:       819 |        819 |                   google.cloud.compute_v1.services.network_profiles.transports.base
import time:       452 |        452 |                     google.cloud.compute_v1.services.network_profiles.transports.rest_base
import time:      1827 |       2278 |                   google.cloud.compute_v1.services.network_profiles.transports.rest
import time:       478 |       3574 |                 google.cloud.compute_v1.services.network_profiles.transports
import time:        39 |       3613 |               google.cloud.compute_v1.services.network_profiles.transports.base
import time:      1459 |       5819 |             google.cloud.compute_v1.services.network_profiles.client
import time:       343 |       6162 |           google.cloud.compute_v1.services.network_profiles
import time:       596 |        596 |               google.cloud.compute_v1.services.networks.pagers
import time:      1579 |       1579 |                   google.cloud.compute_v1.services.networks.transports.base
import time:      2554 |       2554 |                     google.cloud.compute_v1.services.networks.transports.rest_base
import time:      3904 |       6458 |                   google.cloud.compute_v1.services.networks.transports.rest
import time:       326 |       8363 |                 google.cloud.compute_v1.services.networks.transports
import time:        38 |       8400 |               google.cloud.compute_v1.services.networks.transports.base
import time:      2871 |      11866 |             google.cloud.compute_v1.services.networks.client
