import time: self [us] | cumulative | imported package
import time:       511 |       7866 |                     google.cloud.aiplatform_v1.services.evaluation_service.transports
import time:        38 |       7904 |                   google.cloud.aiplatform_v1.services.evaluation_service.transports.base
import time:       168 |        168 |                     aiohttp
import time:       624 |        791 |                   google.cloud.aiplatform_v1.services.evaluation_service.transports.rest_asyncio
import time:      1429 |      10123 |                 google.cloud.aiplatform_v1.services.evaluation_service.client
import time:       849 |        849 |                 google.cloud.aiplatform_v1.services.evaluation_service.async_client
import time:       380 |      11351 |               google.cloud.aiplatform_v1.services.evaluation_service
import time:      1107 |       1107 |                   google.cloud.aiplatform_v1.services.feature_online_store_admin_service.pagers
import time:      1477 |       1477 |                       google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.base
import time:      1199 |       1199 |                       google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.grpc
import time:      1240 |       1240 |                       google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.grpc_asyncio
import time:      1589 |       1589 |                         google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.rest_base
import time:      4129 |       5717 |                       google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.rest
import time:       190 |        190 |                         aiohttp
import time:      1371 |       1561 |                       google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.rest_asyncio
import time:       551 |      11743 |                     google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports
import time:        47 |      11789 |                   google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.base
import time:       216 |        216 |                     aiohttp
import time:      1049 |       1264 |                   google.cloud.aiplatform_v1.services.feature_online_store_admin_service.transports.rest_asyncio
import time:      2926 |      17085 |                 google.cloud.aiplatform_v1.services.feature_online_store_admin_service.client
import time:      1131 |       1131 |                 google.cloud.aiplatform_v1.services.feature_online_store_admin_service.async_client
import time:       388 |      18603 |               google.cloud.aiplatform_v1.services.feature_online_store_admin_service
import time:      1098 |       1098 |                       google.cloud.aiplatform_v1.services.feature_online_store_service.transports.base
import time:      1046 |       1046 |                       google.cloud.aiplatform_v1.services.feature_online_store_service.transports.grpc
import time:       915 |        915 |                       google.cloud.aiplatform_v1.services.feature_online_store_service.transports.grpc_asyncio
import time:      1386 |       1386 |                         google.cloud.aiplatform_v1.services.feature_online_store_service.transports.rest_base
import time:      2761 |       4147 |                       google.cloud.aiplatform_v1.services.feature_online_store_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1012 |       1190 |                       google.cloud.aiplatform_v1.services.feature_online_store_service.transports.rest_asyncio
import time:       531 |       8924 |                     google.cloud.aiplatform_v1.services.feature_online_store_service.transports
import time:        41 |       8964 |                   google.cloud.aiplatform_v1.services.feature_online_store_service.transports.base
import time:       166 |        166 |                     aiohttp
import time:       752 |        918 |                   google.cloud.aiplatform_v1.services.feature_online_store_service.transports.rest_asyncio
import time:      1941 |      11822 |                 google.cloud.aiplatform_v1.services.feature_online_store_service.client
import time:      1130 |       1130 |                 google.cloud.aiplatform_v1.services.feature_online_store_service.async_client
import time:       419 |      13370 |               google.cloud.aiplatform_v1.services.feature_online_store_service
import time:       879 |        879 |                   google.cloud.aiplatform_v1.services.feature_registry_service.pagers
import time:      2753 |       2753 |                       google.cloud.aiplatform_v1.services.feature_registry_service.transports.base
import time:      1059 |       1059 |                       google.cloud.aiplatform_v1.services.feature_registry_service.transports.grpc
import time:      1198 |       1198 |                       google.cloud.aiplatform_v1.services.feature_registry_service.transports.grpc_asyncio
import time:      1346 |       1346 |                         google.cloud.aiplatform_v1.services.feature_registry_service.transports.rest_base
import time:      4711 |       6056 |                       google.cloud.aiplatform_v1.services.feature_registry_service.transports.rest
import time:       211 |        211 |                         aiohttp
import time:      1768 |       1979 |                       google.cloud.aiplatform_v1.services.feature_registry_service.transports.rest_asyncio
import time:       554 |      13596 |                     google.cloud.aiplatform_v1.services.feature_registry_service.transports
import time:        44 |      13640 |                   google.cloud.aiplatform_v1.services.feature_registry_service.transports.base
import time:       164 |        164 |                     aiohttp
import time:       931 |       1094 |                   google.cloud.aiplatform_v1.services.feature_registry_service.transports.rest_asyncio
import time:      2428 |      18040 |                 google.cloud.aiplatform_v1.services.feature_registry_service.client
import time:      1131 |       1131 |                 google.cloud.aiplatform_v1.services.feature_registry_service.async_client
import time:       375 |      19544 |               google.cloud.aiplatform_v1.services.feature_registry_service
import time:       974 |        974 |                       google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.base
import time:       820 |        820 |                       google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.grpc
import time:       908 |        908 |                       google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.grpc_asyncio
import time:      1161 |       1161 |                         google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.rest_base
import time:      2655 |       3815 |                       google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.rest
import time:       187 |        187 |                         aiohttp
import time:      1142 |       1328 |                       google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.rest_asyncio
import time:       761 |       8605 |                     google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports
import time:        40 |       8644 |                   google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.base
import time:       162 |        162 |                     aiohttp
import time:       715 |        876 |                   google.cloud.aiplatform_v1.services.featurestore_online_serving_service.transports.rest_asyncio
import time:      1680 |      11199 |                 google.cloud.aiplatform_v1.services.featurestore_online_serving_service.client
import time:       968 |        968 |                 google.cloud.aiplatform_v1.services.featurestore_online_serving_service.async_client
import time:       406 |      12572 |               google.cloud.aiplatform_v1.services.featurestore_online_serving_service
import time:      1416 |       1416 |                   google.cloud.aiplatform_v1.services.featurestore_service.pagers
import time:      1507 |       1507 |                       google.cloud.aiplatform_v1.services.featurestore_service.transports.base
import time:      1285 |       1285 |                       google.cloud.aiplatform_v1.services.featurestore_service.transports.grpc
import time:      1316 |       1316 |                       google.cloud.aiplatform_v1.services.featurestore_service.transports.grpc_asyncio
import time:      1921 |       1921 |                         google.cloud.aiplatform_v1.services.featurestore_service.transports.rest_base
import time:      4979 |       6899 |                       google.cloud.aiplatform_v1.services.featurestore_service.transports.rest
import time:       190 |        190 |                         aiohttp
import time:      1673 |       1863 |                       google.cloud.aiplatform_v1.services.featurestore_service.transports.rest_asyncio
import time:       595 |      13464 |                     google.cloud.aiplatform_v1.services.featurestore_service.transports
import time:        43 |      13506 |                   google.cloud.aiplatform_v1.services.featurestore_service.transports.base
import time:       160 |        160 |                     aiohttp
import time:      1146 |       1306 |                   google.cloud.aiplatform_v1.services.featurestore_service.transports.rest_asyncio
import time:      4040 |      20267 |                 google.cloud.aiplatform_v1.services.featurestore_service.client
import time:      1253 |       1253 |                 google.cloud.aiplatform_v1.services.featurestore_service.async_client
import time:       381 |      21900 |               google.cloud.aiplatform_v1.services.featurestore_service
import time:       675 |        675 |                   google.cloud.aiplatform_v1.services.gen_ai_cache_service.pagers
import time:      1231 |       1231 |                       google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.base
import time:       878 |        878 |                       google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.grpc
import time:       952 |        952 |                       google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.grpc_asyncio
import time:      1269 |       1269 |                         google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.rest_base
import time:      2937 |       4206 |                       google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1138 |       1317 |                       google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.rest_asyncio
import time:       531 |       9113 |                     google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports
import time:        43 |       9155 |                   google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.base
import time:       164 |        164 |                     aiohttp
import time:       745 |        909 |                   google.cloud.aiplatform_v1.services.gen_ai_cache_service.transports.rest_asyncio
import time:      1809 |      12547 |                 google.cloud.aiplatform_v1.services.gen_ai_cache_service.client
import time:       974 |        974 |                 google.cloud.aiplatform_v1.services.gen_ai_cache_service.async_client
import time:       393 |      13912 |               google.cloud.aiplatform_v1.services.gen_ai_cache_service
import time:       888 |        888 |                   google.cloud.aiplatform_v1.services.gen_ai_tuning_service.pagers
import time:      1028 |       1028 |                       google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.base
import time:       926 |        926 |                       google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.grpc
import time:       998 |        998 |                       google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.grpc_asyncio
import time:      1306 |       1306 |                         google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.rest_base
import time:      3115 |       4420 |                       google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.rest
import time:       188 |        188 |                         aiohttp
import time:      1133 |       1321 |                       google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.rest_asyncio
import time:       546 |       9236 |                     google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports
import time:        47 |       9282 |                   google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.base
import time:       211 |        211 |                     aiohttp
import time:       838 |       1048 |                   google.cloud.aiplatform_v1.services.gen_ai_tuning_service.transports.rest_asyncio
import time:      1948 |      13165 |                 google.cloud.aiplatform_v1.services.gen_ai_tuning_service.client
import time:      1190 |       1190 |                 google.cloud.aiplatform_v1.services.gen_ai_tuning_service.async_client
import time:       376 |      14730 |               google.cloud.aiplatform_v1.services.gen_ai_tuning_service
import time:       676 |        676 |                   google.cloud.aiplatform_v1.services.index_endpoint_service.pagers
import time:      1091 |       1091 |                       google.cloud.aiplatform_v1.services.index_endpoint_service.transports.base
import time:      1002 |       1002 |                       google.cloud.aiplatform_v1.services.index_endpoint_service.transports.grpc
import time:      1257 |       1257 |                       google.cloud.aiplatform_v1.services.index_endpoint_service.transports.grpc_asyncio
import time:      1352 |       1352 |                         google.cloud.aiplatform_v1.services.index_endpoint_service.transports.rest_base
import time:      3446 |       4798 |                       google.cloud.aiplatform_v1.services.index_endpoint_service.transports.rest
import time:       178 |        178 |                         aiohttp
import time:      1384 |       1562 |                       google.cloud.aiplatform_v1.services.index_endpoint_service.transports.rest_asyncio
import time:       533 |      10239 |                     google.cloud.aiplatform_v1.services.index_endpoint_service.transports
import time:        43 |      10281 |                   google.cloud.aiplatform_v1.services.index_endpoint_service.transports.base
import time:       162 |        162 |                     aiohttp
import time:       924 |       1085 |                   google.cloud.aiplatform_v1.services.index_endpoint_service.transports.rest_asyncio
import time:      2258 |      14298 |                 google.cloud.aiplatform_v1.services.index_endpoint_service.client
import time:      1032 |       1032 |                 google.cloud.aiplatform_v1.services.index_endpoint_service.async_client
import time:       417 |      15747 |               google.cloud.aiplatform_v1.services.index_endpoint_service
import time:       927 |        927 |                   google.cloud.aiplatform_v1.services.index_service.pagers
import time:      1211 |       1211 |                       google.cloud.aiplatform_v1.services.index_service.transports.base
import time:       917 |        917 |                       google.cloud.aiplatform_v1.services.index_service.transports.grpc
import time:      1015 |       1015 |                       google.cloud.aiplatform_v1.services.index_service.transports.grpc_asyncio
import time:      1244 |       1244 |                         google.cloud.aiplatform_v1.services.index_service.transports.rest_base
import time:      4771 |       6014 |                       google.cloud.aiplatform_v1.services.index_service.transports.rest
import time:       184 |        184 |                         aiohttp
import time:      1200 |       1384 |                       google.cloud.aiplatform_v1.services.index_service.transports.rest_asyncio
import time:       612 |      11151 |                     google.cloud.aiplatform_v1.services.index_service.transports
import time:        55 |      11205 |                   google.cloud.aiplatform_v1.services.index_service.transports.base
import time:       170 |        170 |                     aiohttp
import time:      1027 |       1196 |                   google.cloud.aiplatform_v1.services.index_service.transports.rest_asyncio
import time:      2019 |      15345 |                 google.cloud.aiplatform_v1.services.index_service.client
import time:      1109 |       1109 |                 google.cloud.aiplatform_v1.services.index_service.async_client
import time:       372 |      16826 |               google.cloud.aiplatform_v1.services.index_service
import time:      2238 |       2238 |                   google.cloud.aiplatform_v1.services.job_service.pagers
import time:      2521 |       2521 |                       google.cloud.aiplatform_v1.services.job_service.transports.base
import time:      1859 |       1859 |                       google.cloud.aiplatform_v1.services.job_service.transports.grpc
import time:      2262 |       2262 |                       google.cloud.aiplatform_v1.services.job_service.transports.grpc_asyncio
import time:      2669 |       2669 |                         google.cloud.aiplatform_v1.services.job_service.transports.rest_base
import time:      7335 |      10003 |                       google.cloud.aiplatform_v1.services.job_service.transports.rest
import time:       206 |        206 |                         aiohttp
import time:      2895 |       3101 |                       google.cloud.aiplatform_v1.services.job_service.transports.rest_asyncio
import time:       636 |      20380 |                     google.cloud.aiplatform_v1.services.job_service.transports
import time:        44 |      20423 |                   google.cloud.aiplatform_v1.services.job_service.transports.base
import time:       187 |        187 |                     aiohttp
import time:      1764 |       1951 |                   google.cloud.aiplatform_v1.services.job_service.transports.rest_asyncio
import time:      4941 |      29551 |                 google.cloud.aiplatform_v1.services.job_service.client
import time:      4052 |       4052 |                 google.cloud.aiplatform_v1.services.job_service.async_client
import time:       358 |      33960 |               google.cloud.aiplatform_v1.services.job_service
import time:      1293 |       1293 |                       google.cloud.aiplatform_v1.services.llm_utility_service.transports.base
import time:      2225 |       2225 |                       google.cloud.aiplatform_v1.services.llm_utility_service.transports.grpc
import time:      1030 |       1030 |                       google.cloud.aiplatform_v1.services.llm_utility_service.transports.grpc_asyncio
import time:      1048 |       1048 |                         google.cloud.aiplatform_v1.services.llm_utility_service.transports.rest_base
import time:      2695 |       3742 |                       google.cloud.aiplatform_v1.services.llm_utility_service.transports.rest
import time:       180 |        180 |                         aiohttp
import time:       923 |       1103 |                       google.cloud.aiplatform_v1.services.llm_utility_service.transports.rest_asyncio
import time:       520 |       9910 |                     google.cloud.aiplatform_v1.services.llm_utility_service.transports
import time:        37 |       9947 |                   google.cloud.aiplatform_v1.services.llm_utility_service.transports.base
import time:       167 |        167 |                     aiohttp
import time:       705 |        871 |                   google.cloud.aiplatform_v1.services.llm_utility_service.transports.rest_asyncio
import time:      1820 |      12637 |                 google.cloud.aiplatform_v1.services.llm_utility_service.client
import time:       931 |        931 |                 google.cloud.aiplatform_v1.services.llm_utility_service.async_client
import time:       414 |      13982 |               google.cloud.aiplatform_v1.services.llm_utility_service
import time:      1175 |       1175 |                       google.cloud.aiplatform_v1.services.match_service.transports.base
import time:       845 |        845 |                       google.cloud.aiplatform_v1.services.match_service.transports.grpc
import time:       869 |        869 |                       google.cloud.aiplatform_v1.services.match_service.transports.grpc_asyncio
import time:      1160 |       1160 |                         google.cloud.aiplatform_v1.services.match_service.transports.rest_base
import time:      2581 |       3741 |                       google.cloud.aiplatform_v1.services.match_service.transports.rest
import time:       191 |        191 |                         aiohttp
import time:       910 |       1101 |                       google.cloud.aiplatform_v1.services.match_service.transports.rest_asyncio
import time:       531 |       8259 |                     google.cloud.aiplatform_v1.services.match_service.transports
import time:        38 |       8297 |                   google.cloud.aiplatform_v1.services.match_service.transports.base
import time:       228 |        228 |                     aiohttp
import time:       830 |       1057 |                   google.cloud.aiplatform_v1.services.match_service.transports.rest_asyncio
import time:      2024 |      11377 |                 google.cloud.aiplatform_v1.services.match_service.client
import time:       920 |        920 |                 google.cloud.aiplatform_v1.services.match_service.async_client
import time:       405 |      12701 |               google.cloud.aiplatform_v1.services.match_service
import time:      1735 |       1735 |                   google.cloud.aiplatform_v1.services.metadata_service.pagers
import time:      2455 |       2455 |                       google.cloud.aiplatform_v1.services.metadata_service.transports.base
import time:      1730 |       1730 |                       google.cloud.aiplatform_v1.services.metadata_service.transports.grpc
import time:      1768 |       1768 |                       google.cloud.aiplatform_v1.services.metadata_service.transports.grpc_asyncio
import time:      2182 |       2182 |                         google.cloud.aiplatform_v1.services.metadata_service.transports.rest_base
import time:      6504 |       8685 |                       google.cloud.aiplatform_v1.services.metadata_service.transports.rest
import time:       189 |        189 |                         aiohttp
import time:      2151 |       2339 |                       google.cloud.aiplatform_v1.services.metadata_service.transports.rest_asyncio
import time:       657 |      17632 |                     google.cloud.aiplatform_v1.services.metadata_service.transports
import time:        46 |      17678 |                   google.cloud.aiplatform_v1.services.metadata_service.transports.base
import time:       171 |        171 |                     aiohttp
import time:      1372 |       1542 |                   google.cloud.aiplatform_v1.services.metadata_service.transports.rest_asyncio
import time:      4459 |      25413 |                 google.cloud.aiplatform_v1.services.metadata_service.client
import time:      5101 |       5101 |                 google.cloud.aiplatform_v1.services.metadata_service.async_client
import time:       565 |      31078 |               google.cloud.aiplatform_v1.services.metadata_service
import time:       722 |        722 |                   google.cloud.aiplatform_v1.services.migration_service.pagers
import time:      1318 |       1318 |                       google.cloud.aiplatform_v1.services.migration_service.transports.base
import time:       999 |        999 |                       google.cloud.aiplatform_v1.services.migration_service.transports.grpc
import time:       930 |        930 |                       google.cloud.aiplatform_v1.services.migration_service.transports.grpc_asyncio
import time:      1194 |       1194 |                         google.cloud.aiplatform_v1.services.migration_service.transports.rest_base
import time:      2680 |       3873 |                       google.cloud.aiplatform_v1.services.migration_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1054 |       1233 |                       google.cloud.aiplatform_v1.services.migration_service.transports.rest_asyncio
import time:       572 |       8922 |                     google.cloud.aiplatform_v1.services.migration_service.transports
import time:        41 |       8963 |                   google.cloud.aiplatform_v1.services.migration_service.transports.base
import time:       163 |        163 |                     aiohttp
import time:       772 |        935 |                   google.cloud.aiplatform_v1.services.migration_service.transports.rest_asyncio
import time:      2048 |      12666 |                 google.cloud.aiplatform_v1.services.migration_service.client
import time:      1093 |       1093 |                 google.cloud.aiplatform_v1.services.migration_service.async_client
import time:       446 |      14204 |               google.cloud.aiplatform_v1.services.migration_service
import time:       931 |        931 |                       google.cloud.aiplatform_v1.services.model_garden_service.transports.base
import time:       815 |        815 |                       google.cloud.aiplatform_v1.services.model_garden_service.transports.grpc
import time:       855 |        855 |                       google.cloud.aiplatform_v1.services.model_garden_service.transports.grpc_asyncio
import time:      1010 |       1010 |                         google.cloud.aiplatform_v1.services.model_garden_service.transports.rest_base
import time:      2827 |       3837 |                       google.cloud.aiplatform_v1.services.model_garden_service.transports.rest
import time:       174 |        174 |                         aiohttp
import time:      1088 |       1261 |                       google.cloud.aiplatform_v1.services.model_garden_service.transports.rest_asyncio
import time:       619 |       8315 |                     google.cloud.aiplatform_v1.services.model_garden_service.transports
import time:        44 |       8359 |                   google.cloud.aiplatform_v1.services.model_garden_service.transports.base
import time:       197 |        197 |                     aiohttp
import time:       696 |        893 |                   google.cloud.aiplatform_v1.services.model_garden_service.transports.rest_asyncio
import time:      1587 |      10837 |                 google.cloud.aiplatform_v1.services.model_garden_service.client
import time:       749 |        749 |                 google.cloud.aiplatform_v1.services.model_garden_service.async_client
import time:       390 |      11976 |               google.cloud.aiplatform_v1.services.model_garden_service
import time:      1586 |       1586 |                   google.cloud.aiplatform_v1.services.model_service.pagers
import time:      1666 |       1666 |                       google.cloud.aiplatform_v1.services.model_service.transports.base
import time:      1238 |       1238 |                       google.cloud.aiplatform_v1.services.model_service.transports.grpc
import time:      1342 |       1342 |                       google.cloud.aiplatform_v1.services.model_service.transports.grpc_asyncio
import time:      1730 |       1730 |                         google.cloud.aiplatform_v1.services.model_service.transports.rest_base
import time:      4827 |       6557 |                       google.cloud.aiplatform_v1.services.model_service.transports.rest
import time:       199 |        199 |                         aiohttp
import time:      1517 |       1715 |                       google.cloud.aiplatform_v1.services.model_service.transports.rest_asyncio
import time:       522 |      13038 |                     google.cloud.aiplatform_v1.services.model_service.transports
import time:        44 |      13081 |                   google.cloud.aiplatform_v1.services.model_service.transports.base
import time:       155 |        155 |                     aiohttp
import time:      1013 |       1168 |                   google.cloud.aiplatform_v1.services.model_service.transports.rest_asyncio
import time:      3241 |      19074 |                 google.cloud.aiplatform_v1.services.model_service.client
import time:      1160 |       1160 |                 google.cloud.aiplatform_v1.services.model_service.async_client
import time:       345 |      20578 |               google.cloud.aiplatform_v1.services.model_service
import time:      1059 |       1059 |                   google.cloud.aiplatform_v1.services.notebook_service.pagers
import time:      2910 |       2910 |                       google.cloud.aiplatform_v1.services.notebook_service.transports.base
import time:      1075 |       1075 |                       google.cloud.aiplatform_v1.services.notebook_service.transports.grpc
import time:      1342 |       1342 |                       google.cloud.aiplatform_v1.services.notebook_service.transports.grpc_asyncio
import time:      1680 |       1680 |                         google.cloud.aiplatform_v1.services.notebook_service.transports.rest_base
import time:      4363 |       6042 |                       google.cloud.aiplatform_v1.services.notebook_service.transports.rest
import time:       181 |        181 |                         aiohttp
import time:      1480 |       1661 |                       google.cloud.aiplatform_v1.services.notebook_service.transports.rest_asyncio
import time:       506 |      13534 |                     google.cloud.aiplatform_v1.services.notebook_service.transports
import time:        43 |      13576 |                   google.cloud.aiplatform_v1.services.notebook_service.transports.base
import time:       161 |        161 |                     aiohttp
import time:      1063 |       1224 |                   google.cloud.aiplatform_v1.services.notebook_service.transports.rest_asyncio
import time:      2755 |      18613 |                 google.cloud.aiplatform_v1.services.notebook_service.client
import time:      1156 |       1156 |                 google.cloud.aiplatform_v1.services.notebook_service.async_client
import time:       388 |      20156 |               google.cloud.aiplatform_v1.services.notebook_service
import time:       760 |        760 |                   google.cloud.aiplatform_v1.services.persistent_resource_service.pagers
import time:      1341 |       1341 |                       google.cloud.aiplatform_v1.services.persistent_resource_service.transports.base
import time:       970 |        970 |                       google.cloud.aiplatform_v1.services.persistent_resource_service.transports.grpc
import time:       945 |        945 |                       google.cloud.aiplatform_v1.services.persistent_resource_service.transports.grpc_asyncio
import time:      1305 |       1305 |                         google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest_base
import time:      3225 |       4529 |                       google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1129 |       1308 |                       google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest_asyncio
import time:       541 |       9631 |                     google.cloud.aiplatform_v1.services.persistent_resource_service.transports
import time:        47 |       9678 |                   google.cloud.aiplatform_v1.services.persistent_resource_service.transports.base
import time:       152 |        152 |                     aiohttp
import time:       771 |        922 |                   google.cloud.aiplatform_v1.services.persistent_resource_service.transports.rest_asyncio
import time:      2391 |      13750 |                 google.cloud.aiplatform_v1.services.persistent_resource_service.client
import time:       964 |        964 |                 google.cloud.aiplatform_v1.services.persistent_resource_service.async_client
import time:       356 |      15070 |               google.cloud.aiplatform_v1.services.persistent_resource_service
import time:       847 |        847 |                   google.cloud.aiplatform_v1.services.pipeline_service.pagers
import time:      1267 |       1267 |                       google.cloud.aiplatform_v1.services.pipeline_service.transports.base
import time:       968 |        968 |                       google.cloud.aiplatform_v1.services.pipeline_service.transports.grpc
import time:      1215 |       1215 |                       google.cloud.aiplatform_v1.services.pipeline_service.transports.grpc_asyncio
import time:      1442 |       1442 |                         google.cloud.aiplatform_v1.services.pipeline_service.transports.rest_base
import time:      3859 |       5300 |                       google.cloud.aiplatform_v1.services.pipeline_service.transports.rest
import time:       180 |        180 |                         aiohttp
import time:      1279 |       1458 |                       google.cloud.aiplatform_v1.services.pipeline_service.transports.rest_asyncio
import time:       514 |      10719 |                     google.cloud.aiplatform_v1.services.pipeline_service.transports
import time:        52 |      10771 |                   google.cloud.aiplatform_v1.services.pipeline_service.transports.base
import time:       165 |        165 |                     aiohttp
import time:       861 |       1026 |                   google.cloud.aiplatform_v1.services.pipeline_service.transports.rest_asyncio
import time:      4110 |      16752 |                 google.cloud.aiplatform_v1.services.pipeline_service.client
import time:      1169 |       1169 |                 google.cloud.aiplatform_v1.services.pipeline_service.async_client
import time:       440 |      18361 |               google.cloud.aiplatform_v1.services.pipeline_service
import time:      1731 |       1731 |                       google.cloud.aiplatform_v1.services.prediction_service.transports.base
import time:      1035 |       1035 |                       google.cloud.aiplatform_v1.services.prediction_service.transports.grpc
import time:      1074 |       1074 |                       google.cloud.aiplatform_v1.services.prediction_service.transports.grpc_asyncio
import time:      1663 |       1663 |                         google.cloud.aiplatform_v1.services.prediction_service.transports.rest_base
import time:      3648 |       5310 |                       google.cloud.aiplatform_v1.services.prediction_service.transports.rest
import time:       207 |        207 |                         aiohttp
import time:      1352 |       1559 |                       google.cloud.aiplatform_v1.services.prediction_service.transports.rest_asyncio
import time:       514 |      11220 |                     google.cloud.aiplatform_v1.services.prediction_service.transports
import time:        45 |      11265 |                   google.cloud.aiplatform_v1.services.prediction_service.transports.base
import time:       174 |        174 |                     aiohttp
import time:       860 |       1033 |                   google.cloud.aiplatform_v1.services.prediction_service.transports.rest_asyncio
import time:      2701 |      14998 |                 google.cloud.aiplatform_v1.services.prediction_service.client
import time:      1812 |       1812 |                 google.cloud.aiplatform_v1.services.prediction_service.async_client
import time:       356 |      17165 |               google.cloud.aiplatform_v1.services.prediction_service
import time:      1147 |       1147 |                       google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.base
import time:       903 |        903 |                       google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.grpc
import time:       952 |        952 |                       google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.grpc_asyncio
import time:      1072 |       1072 |                         google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest_base
import time:      3235 |       4306 |                       google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1093 |       1272 |                       google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest_asyncio
import time:       493 |       9071 |                     google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports
import time:        39 |       9109 |                   google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.base
import time:       201 |        201 |                     aiohttp
import time:       897 |       1098 |                   google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.transports.rest_asyncio
import time:      1478 |      11684 |                 google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.client
import time:       877 |        877 |                 google.cloud.aiplatform_v1.services.reasoning_engine_execution_service.async_client
import time:       355 |      12915 |               google.cloud.aiplatform_v1.services.reasoning_engine_execution_service
import time:       909 |        909 |                   google.cloud.aiplatform_v1.services.reasoning_engine_service.pagers
import time:      1060 |       1060 |                       google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.base
import time:       874 |        874 |                       google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.grpc
import time:       988 |        988 |                       google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.grpc_asyncio
import time:      1124 |       1124 |                         google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest_base
import time:      3446 |       4570 |                       google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest
import time:       951 |        951 |                         aiohttp
import time:      1158 |       2109 |                       google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest_asyncio
import time:       563 |      10160 |                     google.cloud.aiplatform_v1.services.reasoning_engine_service.transports
import time:        48 |      10207 |                   google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.base
import time:       177 |        177 |                     aiohttp
import time:       921 |       1098 |                   google.cloud.aiplatform_v1.services.reasoning_engine_service.transports.rest_asyncio
import time:      2005 |      14217 |                 google.cloud.aiplatform_v1.services.reasoning_engine_service.client
import time:       977 |        977 |                 google.cloud.aiplatform_v1.services.reasoning_engine_service.async_client
import time:       374 |      15567 |               google.cloud.aiplatform_v1.services.reasoning_engine_service
import time:       751 |        751 |                   google.cloud.aiplatform_v1.services.schedule_service.pagers
import time:      1221 |       1221 |                       google.cloud.aiplatform_v1.services.schedule_service.transports.base
import time:      1031 |       1031 |                       google.cloud.aiplatform_v1.services.schedule_service.transports.grpc
import time:      2494 |       2494 |                       google.cloud.aiplatform_v1.services.schedule_service.transports.grpc_asyncio
import time:     48245 |      48245 |                         google.cloud.aiplatform_v1.services.schedule_service.transports.rest_base
