import time: self [us] | cumulative | imported package
import time:       344 |      14265 |               google.cloud.aiplatform_v1beta1.services.online_evaluator_service
import time:       579 |        579 |                   google.cloud.aiplatform_v1beta1.services.persistent_resource_service.pagers
import time:      1120 |       1120 |                       google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.base
import time:       860 |        860 |                       google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.grpc
import time:       863 |        863 |                       google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.grpc_asyncio
import time:      1250 |       1250 |                         google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest_base
import time:      3120 |       4370 |                       google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest
import time:       189 |        189 |                         aiohttp
import time:      1069 |       1257 |                       google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest_asyncio
import time:       466 |       8934 |                     google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports
import time:        42 |       8975 |                   google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.base
import time:       145 |        145 |                     aiohttp
import time:       752 |        896 |                   google.cloud.aiplatform_v1beta1.services.persistent_resource_service.transports.rest_asyncio
import time:      1790 |      12240 |                 google.cloud.aiplatform_v1beta1.services.persistent_resource_service.client
import time:       883 |        883 |                 google.cloud.aiplatform_v1beta1.services.persistent_resource_service.async_client
import time:       342 |      13464 |               google.cloud.aiplatform_v1beta1.services.persistent_resource_service
import time:       802 |        802 |                   google.cloud.aiplatform_v1beta1.services.pipeline_service.pagers
import time:      1317 |       1317 |                       google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.base
import time:      1316 |       1316 |                       google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.grpc
import time:      1165 |       1165 |                       google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.grpc_asyncio
import time:      1492 |       1492 |                         google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest_base
import time:      4054 |       5546 |                       google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest
import time:       191 |        191 |                         aiohttp
import time:      1362 |       1552 |                       google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest_asyncio
import time:       551 |      11445 |                     google.cloud.aiplatform_v1beta1.services.pipeline_service.transports
import time:        49 |      11493 |                   google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.base
import time:       191 |        191 |                     aiohttp
import time:       920 |       1110 |                   google.cloud.aiplatform_v1beta1.services.pipeline_service.transports.rest_asyncio
import time:      4237 |      17641 |                 google.cloud.aiplatform_v1beta1.services.pipeline_service.client
import time:      1086 |       1086 |                 google.cloud.aiplatform_v1beta1.services.pipeline_service.async_client
import time:       348 |      19074 |               google.cloud.aiplatform_v1beta1.services.pipeline_service
import time:      1926 |       1926 |                       google.cloud.aiplatform_v1beta1.services.prediction_service.transports.base
import time:      1129 |       1129 |                       google.cloud.aiplatform_v1beta1.services.prediction_service.transports.grpc
import time:      1329 |       1329 |                       google.cloud.aiplatform_v1beta1.services.prediction_service.transports.grpc_asyncio
import time:      1635 |       1635 |                         google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest_base
import time:      4086 |       5721 |                       google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest
import time:       177 |        177 |                         aiohttp
import time:      1276 |       1452 |                       google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest_asyncio
import time:       547 |      12102 |                     google.cloud.aiplatform_v1beta1.services.prediction_service.transports
import time:        52 |      12154 |                   google.cloud.aiplatform_v1beta1.services.prediction_service.transports.base
import time:       154 |        154 |                     aiohttp
import time:       889 |       1043 |                   google.cloud.aiplatform_v1beta1.services.prediction_service.transports.rest_asyncio
import time:      2965 |      16160 |                 google.cloud.aiplatform_v1beta1.services.prediction_service.client
import time:      1706 |       1706 |                 google.cloud.aiplatform_v1beta1.services.prediction_service.async_client
import time:       381 |      18246 |               google.cloud.aiplatform_v1beta1.services.prediction_service
import time:      1009 |       1009 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.base
import time:      1059 |       1059 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.grpc
import time:       995 |        995 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.grpc_asyncio
import time:      1094 |       1094 |                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest_base
import time:      2856 |       3949 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest
import time:       188 |        188 |                         aiohttp
import time:      1105 |       1292 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest_asyncio
import time:       518 |       8819 |                     google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports
import time:        42 |       8861 |                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.base
import time:       150 |        150 |                     aiohttp
import time:       699 |        848 |                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.transports.rest_asyncio
import time:      2929 |      12637 |                 google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.client
import time:       856 |        856 |                 google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service.async_client
import time:       382 |      13874 |               google.cloud.aiplatform_v1beta1.services.reasoning_engine_execution_service
import time:       658 |        658 |                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.pagers
import time:       887 |        887 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.base
import time:       947 |        947 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.grpc
import time:       826 |        826 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.grpc_asyncio
import time:      1322 |       1322 |                         google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest_base
import time:      3052 |       4374 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest
import time:       173 |        173 |                         aiohttp
import time:      1258 |       1430 |                       google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest_asyncio
import time:       473 |       8935 |                     google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports
import time:        45 |       8980 |                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.base
import time:       146 |        146 |                     aiohttp
import time:       736 |        881 |                   google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.transports.rest_asyncio
import time:      1781 |      12299 |                 google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.client
import time:       839 |        839 |                 google.cloud.aiplatform_v1beta1.services.reasoning_engine_service.async_client
import time:       401 |      13538 |               google.cloud.aiplatform_v1beta1.services.reasoning_engine_service
import time:       784 |        784 |                   google.cloud.aiplatform_v1beta1.services.schedule_service.pagers
import time:      1307 |       1307 |                       google.cloud.aiplatform_v1beta1.services.schedule_service.transports.base
import time:      1055 |       1055 |                       google.cloud.aiplatform_v1beta1.services.schedule_service.transports.grpc
import time:      1096 |       1096 |                       google.cloud.aiplatform_v1beta1.services.schedule_service.transports.grpc_asyncio
import time:      1237 |       1237 |                         google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest_base
import time:      3584 |       4820 |                       google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1214 |       1393 |                       google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest_asyncio
import time:       564 |      10233 |                     google.cloud.aiplatform_v1beta1.services.schedule_service.transports
import time:        51 |      10284 |                   google.cloud.aiplatform_v1beta1.services.schedule_service.transports.base
import time:       166 |        166 |                     aiohttp
import time:       810 |        975 |                   google.cloud.aiplatform_v1beta1.services.schedule_service.transports.rest_asyncio
import time:      2384 |      14426 |                 google.cloud.aiplatform_v1beta1.services.schedule_service.client
import time:      1050 |       1050 |                 google.cloud.aiplatform_v1beta1.services.schedule_service.async_client
import time:       418 |      15893 |               google.cloud.aiplatform_v1beta1.services.schedule_service
import time:       808 |        808 |                   google.cloud.aiplatform_v1beta1.services.session_service.pagers
import time:      1253 |       1253 |                       google.cloud.aiplatform_v1beta1.services.session_service.transports.base
import time:       943 |        943 |                       google.cloud.aiplatform_v1beta1.services.session_service.transports.grpc
import time:       991 |        991 |                       google.cloud.aiplatform_v1beta1.services.session_service.transports.grpc_asyncio
import time:      1293 |       1293 |                         google.cloud.aiplatform_v1beta1.services.session_service.transports.rest_base
import time:      3518 |       4811 |                       google.cloud.aiplatform_v1beta1.services.session_service.transports.rest
import time:       183 |        183 |                         aiohttp
import time:      1172 |       1355 |                       google.cloud.aiplatform_v1beta1.services.session_service.transports.rest_asyncio
import time:       580 |       9930 |                     google.cloud.aiplatform_v1beta1.services.session_service.transports
import time:        62 |       9991 |                   google.cloud.aiplatform_v1beta1.services.session_service.transports.base
import time:       155 |        155 |                     aiohttp
import time:       868 |       1022 |                   google.cloud.aiplatform_v1beta1.services.session_service.transports.rest_asyncio
import time:      1987 |      13807 |                 google.cloud.aiplatform_v1beta1.services.session_service.client
import time:      1237 |       1237 |                 google.cloud.aiplatform_v1beta1.services.session_service.async_client
import time:       450 |      15493 |               google.cloud.aiplatform_v1beta1.services.session_service
import time:       595 |        595 |                   google.cloud.aiplatform_v1beta1.services.specialist_pool_service.pagers
import time:       930 |        930 |                       google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.base
import time:       859 |        859 |                       google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.grpc
import time:      2524 |       2524 |                       google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.grpc_asyncio
import time:      1221 |       1221 |                         google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest_base
import time:      3166 |       4386 |                       google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest
import time:       186 |        186 |                         aiohttp
import time:      1293 |       1479 |                       google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest_asyncio
import time:       590 |      10765 |                     google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports
import time:        76 |      10841 |                   google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.base
import time:       160 |        160 |                     aiohttp
import time:       888 |       1048 |                   google.cloud.aiplatform_v1beta1.services.specialist_pool_service.transports.rest_asyncio
import time:      2034 |      14516 |                 google.cloud.aiplatform_v1beta1.services.specialist_pool_service.client
import time:       933 |        933 |                 google.cloud.aiplatform_v1beta1.services.specialist_pool_service.async_client
import time:       408 |      15857 |               google.cloud.aiplatform_v1beta1.services.specialist_pool_service
import time:      1597 |       1597 |                   google.cloud.aiplatform_v1beta1.services.tensorboard_service.pagers
import time:      2375 |       2375 |                       google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.base
import time:      1547 |       1547 |                       google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.grpc
import time:      1756 |       1756 |                       google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.grpc_asyncio
import time:      2000 |       2000 |                         google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest_base
import time:      6913 |       8912 |                       google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest
import time:       192 |        192 |                         aiohttp
import time:      2133 |       2324 |                       google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest_asyncio
import time:       628 |      17540 |                     google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports
import time:        80 |      17620 |                   google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.base
import time:       167 |        167 |                     aiohttp
import time:      1342 |       1508 |                   google.cloud.aiplatform_v1beta1.services.tensorboard_service.transports.rest_asyncio
import time:      4331 |      25055 |                 google.cloud.aiplatform_v1beta1.services.tensorboard_service.client
import time:      3699 |       3699 |                 google.cloud.aiplatform_v1beta1.services.tensorboard_service.async_client
import time:       414 |      29166 |               google.cloud.aiplatform_v1beta1.services.tensorboard_service
import time:      1259 |       1259 |                   google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.pagers
import time:      2519 |       2519 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.base
import time:      1456 |       1456 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.grpc
import time:      3119 |       3119 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.grpc_asyncio
import time:      2156 |       2156 |                         google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.rest_base
import time:      5764 |       7919 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.rest
import time:       188 |        188 |                         aiohttp
import time:      1824 |       2012 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.rest_asyncio
import time:       633 |      17657 |                     google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports
import time:        68 |      17724 |                   google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.base
import time:       180 |        180 |                     aiohttp
import time:      1212 |       1392 |                   google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.transports.rest_asyncio
import time:      3921 |      24294 |                 google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.client
import time:      1543 |       1543 |                 google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service.async_client
import time:       403 |      26239 |               google.cloud.aiplatform_v1beta1.services.vertex_rag_data_service
import time:      1270 |       1270 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.base
import time:      1027 |       1027 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.grpc
import time:       978 |        978 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.grpc_asyncio
import time:      1341 |       1341 |                         google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.rest_base
import time:      3229 |       4570 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.rest
import time:       172 |        172 |                         aiohttp
import time:      1110 |       1281 |                       google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.rest_asyncio
import time:       555 |       9678 |                     google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports
import time:        83 |       9760 |                   google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.base
import time:       152 |        152 |                     aiohttp
import time:       803 |        955 |                   google.cloud.aiplatform_v1beta1.services.vertex_rag_service.transports.rest_asyncio
import time:      2190 |      12904 |                 google.cloud.aiplatform_v1beta1.services.vertex_rag_service.client
import time:       949 |        949 |                 google.cloud.aiplatform_v1beta1.services.vertex_rag_service.async_client
import time:       409 |      14261 |               google.cloud.aiplatform_v1beta1.services.vertex_rag_service
import time:       830 |        830 |                   google.cloud.aiplatform_v1beta1.services.vizier_service.pagers
import time:      1737 |       1737 |                       google.cloud.aiplatform_v1beta1.services.vizier_service.transports.base
import time:      1125 |       1125 |                       google.cloud.aiplatform_v1beta1.services.vizier_service.transports.grpc
import time:      1376 |       1376 |                       google.cloud.aiplatform_v1beta1.services.vizier_service.transports.grpc_asyncio
import time:      1698 |       1698 |                         google.cloud.aiplatform_v1beta1.services.vizier_service.transports.rest_base
import time:      4464 |       6161 |                       google.cloud.aiplatform_v1beta1.services.vizier_service.transports.rest
import time:       198 |        198 |                         aiohttp
import time:      1411 |       1608 |                       google.cloud.aiplatform_v1beta1.services.vizier_service.transports.rest_asyncio
import time:       613 |      12618 |                     google.cloud.aiplatform_v1beta1.services.vizier_service.transports
import time:        59 |      12676 |                   google.cloud.aiplatform_v1beta1.services.vizier_service.transports.base
import time:       164 |        164 |                     aiohttp
import time:       993 |       1157 |                   google.cloud.aiplatform_v1beta1.services.vizier_service.transports.rest_asyncio
import time:      4138 |      18799 |                 google.cloud.aiplatform_v1beta1.services.vizier_service.client
import time:      1143 |       1143 |                 google.cloud.aiplatform_v1beta1.services.vizier_service.async_client
import time:       393 |      20334 |               google.cloud.aiplatform_v1beta1.services.vizier_service
import time:      4964 |    1185562 |             google.cloud.aiplatform_v1beta1
import time:        45 |    1185606 |           google.cloud.aiplatform_v1beta1.services
import time:        45 |    1185651 |         google.cloud.aiplatform_v1beta1.services.dataset_service
import time:       772 |    2248459 |       google.cloud.aiplatform.compat.services
import time:       639 |        639 |       google.cloud.aiplatform.compat.types
import time:       805 |    2249902 |     google.cloud.aiplatform.compat
import time:       429 |        429 |       google.cloud.aiplatform.constants.base
import time:      1493 |       1493 |       google.cloud.aiplatform.constants.prediction
import time:       454 |       2374 |     google.cloud.aiplatform.constants
import time:       744 |        744 |         _uuid
import time:      1310 |       2053 |       uuid
import time:       390 |        390 |         google.cloud.storage.version
import time:       712 |        712 |           email.generator
import time:       295 |        295 |             email.mime
import time:      3394 |       3394 |                     email._header_value_parser
import time:      1193 |       4587 |                   email.headerregistry
import time:       619 |        619 |                   email.contentmanager
import time:       722 |       5926 |                 email.policy
import time:       260 |       6186 |               email.mime.base
import time:       264 |       6449 |             email.mime.nonmultipart
import time:       486 |       7230 |           email.mime.application
import time:       326 |        326 |           email.mime.multipart
import time:       768 |        768 |           google.cloud._helpers
import time:      3674 |       3674 |             grpc._channel
import time:       423 |       4096 |           google.cloud.exceptions
import time:       229 |        229 |               google.cloud.version
import time:       602 |        831 |             google.cloud._http
import time:       295 |        295 |               secrets
import time:       279 |        279 |               google.cloud.storage.constants
import time:       447 |        447 |                     google.resumable_media.common
import time:       267 |        714 |                   google.resumable_media
import time:       351 |       1064 |                 google.cloud.storage.exceptions
import time:       412 |       1476 |               google.cloud.storage.retry
import time:       649 |       2698 |             google.cloud.storage._helpers
import time:       145 |        145 |               opentelemetry
import time:       582 |        726 |             google.cloud.storage._opentelemetry_tracing
import time:       540 |       4793 |           google.cloud.storage._http
import time:       803 |      18727 |         google.cloud.storage.batch
import time:       398 |        398 |               google.cloud.storage._media.common
import time:       459 |        856 |             google.cloud.storage._media
import time:       436 |        436 |                 google.cloud.storage._media._helpers
import time:       947 |       1382 |               google.cloud.storage._media._download
import time:       402 |        402 |               google.cloud.storage._media.requests._request_helpers
import time:       842 |       2625 |             google.cloud.storage._media.requests.download
import time:       313 |        313 |                   xml
import time:       638 |        951 |                 xml.etree
import time:       963 |        963 |                   xml.etree.ElementPath
import time:       555 |        555 |                     pyexpat
import time:       562 |       1117 |                   _elementtree
import time:      1714 |       3794 |                 xml.etree.ElementTree
import time:      1204 |       5948 |               google.cloud.storage._media._upload
import time:       597 |       6544 |             google.cloud.storage._media.requests.upload
import time:       337 |      10361 |           google.cloud.storage._media.requests
import time:       602 |        602 |           google.api_core.iam
import time:       784 |        784 |           google.cloud.storage._signing
import time:       706 |        706 |           google.cloud.storage.acl
import time:       801 |        801 |           google.cloud.storage.fileio
import time:      3139 |      16390 |         google.cloud.storage.blob
import time:       685 |        685 |           google.cloud.storage.ip_filter
import time:       853 |        853 |           google.cloud.storage.notification
import time:      1823 |       3360 |         google.cloud.storage.bucket
import time:       423 |        423 |             google.auth.api_key
import time:       807 |       1229 |           google.cloud.client
import time:       449 |        449 |           google.cloud.storage.hmac_key
import time:       832 |       2509 |         google.cloud.storage.client
import time:       497 |      41871 |       google.cloud.storage
import time:    101217 |     145141 |     google.cloud.aiplatform.utils
import time:       349 |        349 |     google.cloud.aiplatform.metadata
import time:      2804 |       2804 |       google.cloud.aiplatform.base
import time:      1468 |       1468 |         google.cloud.aiplatform.constants.pipeline
import time:       359 |        359 |             google.cloud.aiplatform.explain
import time:       482 |        482 |               google.cloud.aiplatform.metadata.constants
import time:      1053 |       1053 |               google.cloud.aiplatform.hyperparameter_tuning
import time:       445 |        445 |                 google.cloud.aiplatform.model_monitoring.alert
import time:      1312 |       1312 |                 google.cloud.aiplatform.model_monitoring.objective
import time:       396 |        396 |                 google.cloud.aiplatform.model_monitoring.sampling
import time:       332 |        332 |                 google.cloud.aiplatform.model_monitoring.schedule
import time:       422 |       2905 |               google.cloud.aiplatform.model_monitoring
import time:       374 |        374 |               google.cloud.aiplatform._publisher_models
import time:      1762 |       1762 |                   google.cloud.aiplatform.tensorboard.tensorboard_resource
import time:       261 |       2023 |                 google.cloud.aiplatform.tensorboard
import time:       474 |       2496 |               google.cloud.aiplatform.utils.console_utils
import time:       851 |        851 |               google.cloud.aiplatform.utils.source_utils
import time:      1372 |       1372 |               google.cloud.aiplatform.utils.worker_spec_utils
import time:      4281 |      13811 |             google.cloud.aiplatform.jobs
import time:       627 |        627 |               glob
import time:       406 |        406 |                 packaging
import time:      4022 |       4428 |               packaging.version
import time:       369 |        369 |                   google.cloud.resourcemanager.gapic_version
import time:       373 |        373 |                           google.cloud.resourcemanager_v3.gapic_version
import time:       254 |        254 |                             google.cloud.resourcemanager_v3.services
import time:      3363 |       3363 |                                   google.cloud.resourcemanager_v3.types.folders
import time:      1690 |       1690 |                                   google.cloud.resourcemanager_v3.types.organizations
import time:      3601 |       3601 |                                   google.cloud.resourcemanager_v3.types.projects
import time:      2080 |       2080 |                                   google.cloud.resourcemanager_v3.types.tag_bindings
import time:      1654 |       1654 |                                   google.cloud.resourcemanager_v3.types.tag_holds
import time:      3682 |       3682 |                                   google.cloud.resourcemanager_v3.types.tag_keys
import time:      3080 |       3080 |                                   google.cloud.resourcemanager_v3.types.tag_values
import time:       608 |      19754 |                                 google.cloud.resourcemanager_v3.types
import time:      1753 |      21507 |                               google.cloud.resourcemanager_v3.services.folders.pagers
import time:      2081 |       2081 |                                     google.cloud.resourcemanager_v3.services.folders.transports.base
import time:      1611 |       1611 |                                     google.cloud.resourcemanager_v3.services.folders.transports.grpc
import time:      1764 |       1764 |                                     google.cloud.resourcemanager_v3.services.folders.transports.grpc_asyncio
import time:      1707 |       1707 |                                       google.cloud.resourcemanager_v3.services.folders.transports.rest_base
import time:      4818 |       6524 |                                     google.cloud.resourcemanager_v3.services.folders.transports.rest
import time:       632 |      12610 |                                   google.cloud.resourcemanager_v3.services.folders.transports
import time:       206 |      12815 |                                 google.cloud.resourcemanager_v3.services.folders.transports.base
import time:      6014 |      18828 |                               google.cloud.resourcemanager_v3.services.folders.client
import time:      1293 |      41628 |                             google.cloud.resourcemanager_v3.services.folders.async_client
import time:       409 |      42290 |                           google.cloud.resourcemanager_v3.services.folders
import time:      1288 |       1288 |                               google.cloud.resourcemanager_v3.services.organizations.pagers
import time:      1121 |       1121 |                                     google.cloud.resourcemanager_v3.services.organizations.transports.base
import time:      1401 |       1401 |                                     google.cloud.resourcemanager_v3.services.organizations.transports.grpc
import time:      1194 |       1194 |                                     google.cloud.resourcemanager_v3.services.organizations.transports.grpc_asyncio
import time:       918 |        918 |                                       google.cloud.resourcemanager_v3.services.organizations.transports.rest_base
import time:      3448 |       4366 |                                     google.cloud.resourcemanager_v3.services.organizations.transports.rest
import time:       586 |       8666 |                                   google.cloud.resourcemanager_v3.services.organizations.transports
import time:       247 |       8913 |                                 google.cloud.resourcemanager_v3.services.organizations.transports.base
import time:      3046 |      11958 |                               google.cloud.resourcemanager_v3.services.organizations.client
import time:      1302 |      14547 |                             google.cloud.resourcemanager_v3.services.organizations.async_client
import time:       542 |      15089 |                           google.cloud.resourcemanager_v3.services.organizations
import time:      1591 |       1591 |                               google.cloud.resourcemanager_v3.services.projects.pagers
import time:      3419 |       3419 |                                     google.cloud.resourcemanager_v3.services.projects.transports.base
import time:      1247 |       1247 |                                     google.cloud.resourcemanager_v3.services.projects.transports.grpc
import time:      1409 |       1409 |                                     google.cloud.resourcemanager_v3.services.projects.transports.grpc_asyncio
import time:      1454 |       1454 |                                       google.cloud.resourcemanager_v3.services.projects.transports.rest_base
import time:      4414 |       5868 |                                     google.cloud.resourcemanager_v3.services.projects.transports.rest
import time:       493 |      12434 |                                   google.cloud.resourcemanager_v3.services.projects.transports
import time:       158 |      12592 |                                 google.cloud.resourcemanager_v3.services.projects.transports.base
import time:      4509 |      17100 |                               google.cloud.resourcemanager_v3.services.projects.client
import time:      1565 |      20255 |                             google.cloud.resourcemanager_v3.services.projects.async_client
import time:       547 |      20802 |                           google.cloud.resourcemanager_v3.services.projects
import time:      1715 |       1715 |                               google.cloud.resourcemanager_v3.services.tag_bindings.pagers
import time:      1099 |       1099 |                                     google.cloud.resourcemanager_v3.services.tag_bindings.transports.base
import time:       762 |        762 |                                     google.cloud.resourcemanager_v3.services.tag_bindings.transports.grpc
import time:       970 |        970 |                                     google.cloud.resourcemanager_v3.services.tag_bindings.transports.grpc_asyncio
import time:       785 |        785 |                                       google.cloud.resourcemanager_v3.services.tag_bindings.transports.rest_base
import time:      2551 |       3335 |                                     google.cloud.resourcemanager_v3.services.tag_bindings.transports.rest
import time:       608 |       6773 |                                   google.cloud.resourcemanager_v3.services.tag_bindings.transports
import time:       185 |       6957 |                                 google.cloud.resourcemanager_v3.services.tag_bindings.transports.base
import time:      2454 |       9411 |                               google.cloud.resourcemanager_v3.services.tag_bindings.client
import time:      1314 |      12439 |                             google.cloud.resourcemanager_v3.services.tag_bindings.async_client
import time:       495 |      12934 |                           google.cloud.resourcemanager_v3.services.tag_bindings
import time:      1303 |       1303 |                               google.cloud.resourcemanager_v3.services.tag_holds.pagers
import time:      1070 |       1070 |                                     google.cloud.resourcemanager_v3.services.tag_holds.transports.base
import time:       997 |        997 |                                     google.cloud.resourcemanager_v3.services.tag_holds.transports.grpc
import time:      1064 |       1064 |                                     google.cloud.resourcemanager_v3.services.tag_holds.transports.grpc_asyncio
import time:      1081 |       1081 |                                       google.cloud.resourcemanager_v3.services.tag_holds.transports.rest_base
import time:      3026 |       4106 |                                     google.cloud.resourcemanager_v3.services.tag_holds.transports.rest
import time:       565 |       7800 |                                   google.cloud.resourcemanager_v3.services.tag_holds.transports
import time:       204 |       8003 |                                 google.cloud.resourcemanager_v3.services.tag_holds.transports.base
import time:      3068 |      11071 |                               google.cloud.resourcemanager_v3.services.tag_holds.client
import time:      1085 |      13458 |                             google.cloud.resourcemanager_v3.services.tag_holds.async_client
import time:       480 |      13937 |                           google.cloud.resourcemanager_v3.services.tag_holds
import time:      1078 |       1078 |                               google.cloud.resourcemanager_v3.services.tag_keys.pagers
import time:       874 |        874 |                                     google.cloud.resourcemanager_v3.services.tag_keys.transports.base
import time:       749 |        749 |                                     google.cloud.resourcemanager_v3.services.tag_keys.transports.grpc
import time:      1131 |       1131 |                                     google.cloud.resourcemanager_v3.services.tag_keys.transports.grpc_asyncio
import time:      1119 |       1119 |                                       google.cloud.resourcemanager_v3.services.tag_keys.transports.rest_base
import time:      3220 |       4339 |                                     google.cloud.resourcemanager_v3.services.tag_keys.transports.rest
import time:       454 |       7545 |                                   google.cloud.resourcemanager_v3.services.tag_keys.transports
import time:       345 |       7890 |                                 google.cloud.resourcemanager_v3.services.tag_keys.transports.base
import time:      3022 |      10912 |                               google.cloud.resourcemanager_v3.services.tag_keys.client
import time:      1046 |      13034 |                             google.cloud.resourcemanager_v3.services.tag_keys.async_client
import time:       357 |      13391 |                           google.cloud.resourcemanager_v3.services.tag_keys
import time:       935 |        935 |                               google.cloud.resourcemanager_v3.services.tag_values.pagers
import time:       835 |        835 |                                     google.cloud.resourcemanager_v3.services.tag_values.transports.base
import time:       775 |        775 |                                     google.cloud.resourcemanager_v3.services.tag_values.transports.grpc
import time:      1046 |       1046 |                                     google.cloud.resourcemanager_v3.services.tag_values.transports.grpc_asyncio
import time:       776 |        776 |                                       google.cloud.resourcemanager_v3.services.tag_values.transports.rest_base
import time:      2758 |       3533 |                                     google.cloud.resourcemanager_v3.services.tag_values.transports.rest
import time:       400 |       6587 |                                   google.cloud.resourcemanager_v3.services.tag_values.transports
import time:       141 |       6727 |                                 google.cloud.resourcemanager_v3.services.tag_values.transports.base
import time:      2832 |       9559 |                               google.cloud.resourcemanager_v3.services.tag_values.client
import time:       989 |      11481 |                             google.cloud.resourcemanager_v3.services.tag_values.async_client
import time:       331 |      11811 |                           google.cloud.resourcemanager_v3.services.tag_values
import time:      1266 |     131888 |                         google.cloud.resourcemanager_v3
import time:        45 |     131933 |                       google.cloud.resourcemanager_v3.services
