object_number,is_highlight,is_public_domain,object_id,department,object_name,title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
JP27,false,true,36508,Asian Art,Woodblock print,"冨嶽三十六景　常州牛掘|Ushibori in Hitachi Province (Jōshū Ushibori), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,9 11/16 x 14 7/16 in. (24.6 x 36.7 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36508,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP28,false,true,36509,Asian Art,Woodblock print,"冨嶽三十六景　青山円座松|Cushion Pine at Aoyama (Aoyama enza no matsu), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,10 x 15 in. (25.4 x 38.1 cm),"Rogers Fund, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/36509,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP657,false,true,54301,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1801,1791,1811,Polychrome woodblock print (surimono); ink and color on paper,7 1/8 x 20 1/4 in. (18.1 x 51.4 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54301,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP658,false,true,54302,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1801,1791,1811,Polychrome woodblock print (surimono); ink and color on paper,8 1/4 x 22 1/8 in. (21 x 56.2 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54302,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP659,false,true,54303,Asian Art,Woodblock print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1799–1810,1799,1810,Polychrome woodblock print (surimono); ink and color on paper,8 1/4 x 22 1/8 in. (21 x 56.2 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54303,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP660,false,true,37107,Asian Art,Woodblock print,雪松に鶴|Cranes on Branch of Snow-covered Pine,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,late 1820s,1825,1829,Polychrome woodblock print; ink and color on paper,20 3/8 x 9 1/8 in. (51.8 x 23.2 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911 Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37107,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP741,false,true,37189,Asian Art,Print,高根山与一右ェ門　千田川吉五郎|The Sumo Wrestlers Takaneyama Yoichiemon and Sendagawa Kichigorō,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1790–93,1790,1793,Polychrome woodblock print; ink and color on paper,H. 12 1/3 ( 30.6 cm; W.  5 3/32 in. (12.9 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37189,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP742,false,true,37190,Asian Art,Print,和田原甚四郎　花項山五郎吉|The Sumo Wrestlers Wadagahara Jinshirō and Kachōzan Gorokichi,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1783,1773,1793,Polychrome woodblock print; ink and color on paper,12 1/32 x 5 3/32 in. (30.6 x 12.9 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37190,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP743,false,true,37191,Asian Art,Print,唐子書画図|Chinese Boys Learning to Write and Paint,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1785,1775,1795,Polychrome woodblock print; ink and color on paper,15 3/8 x 10 1/8 in. (39.1 x 25.7 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37191,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP744,false,true,54304,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print (surimono); ink and color on paper,7 3/8 x 13 1/8 in. (18.7 x 33.3 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54304,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP745,false,true,54305,Asian Art,Print,"露草に鶏と雛|Rooster, Hen and Chicken with Spiderwort",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–33,1830,1833,Polychrome woodblock print; ink and color on paper,Image: 9 x 11 1/2 in. (22.9 x 29.2 cm) Overall with paper mount: 12 7/8 x 18 1/2 in. (32.7 x 47 cm) Overall with matt: 15 1/2 x 22 3/4 in. (39.4 x 57.8 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54305,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP746,false,true,54306,Asian Art,Woodblock print,葛飾北斎画　桔梗に蜻蛉|Dragonfly and Bellflower,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,late 1820s,1820,1830,Polychrome woodblock print (surimono); ink and color on paper,9 3/4 x 14 3/16 in. (24.8 x 36 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54306,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP747,false,true,37192,Asian Art,Print,葛飾北斎画　燕子花|Grasshopper and Iris,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,late 1820s,1824,1829,Polychrome woodblock print; ink and color on paper,Overall: 9 3/4 x 14 3/16in. (24.8 x 36 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37192,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP748,false,true,37193,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1835,1825,1845,Polychrome woodblock print; ink and color on paper,7 31/32 x 12 1/2 in. (20.3 x 31.8 cm),"The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/37193,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1011,false,true,54315,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print (surimono); ink and color on paper,7 11/16 x 20 3/8 in. (19.5 x 51.8 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54315,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1012,false,true,54887,Asian Art,Print,Fuji Tohō|The Top of Mount Fuji,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1800,1790,1810,Polychrome woodblock print; ink and color on paper,H. 10 1/8 in. (25.7 cm); W. 15 1/4 in. (38.7 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54887,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1013,false,true,54888,Asian Art,Print,今戸川|Imadogawa,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1801–4,1801,1804,Polychrome woodblock print; ink and color on paper,H. 10 3/16 in. (25.9 cm); W. 15 1/4 in. (38.3 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54888,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1014,false,true,54889,Asian Art,Woodblock print,"百人一首　乳母かえ説　元良親王|Poem by Motoyoshi Shinnō, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1839,1829,1849,Polychrome woodblock print; ink and color on paper,H. 10 1/8 in. (25.7 cm); W. 14 1/2 in. (36.8 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54889,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1016,false,true,54925,Asian Art,Print,葛飾北斎画　菊に雀|Sparrows and Chrysanthemums,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1825,1815,1835,Polychrome woodblock print; ink and color on paper,H. 8 1/2 in. (21.6 cm); W. 10 13/16 in. (27.5 cm),"Gift of Estate of Samuel Isham, 1914",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54925,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1081,false,true,55019,Asian Art,Woodblock print,"諸國瀧廻リ　下野黒髪山 きりふりの滝|Kirifuri Waterfall at Kurokami Mountain in Shimotsuke (Shimotsuke Kurokamiyama Kirifuri no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,Image: 14 3/4 × 10 1/4 in. (37.5 × 26 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55019,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1082,false,true,55020,Asian Art,Woodblock print,"諸國瀧廻リ　木曾海道小野ノ瀑布|Ono Waterfall on the Kisokaidō (Kisokaidō Ono no bakufu), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,14 7/8 x 10 5/16 in. (37.8 x 26.2 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55020,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1083,false,true,55021,Asian Art,Woodblock print,"諸國瀧廻リ　東海道坂ノ下 清瀧くわんおん|Kiyotaki Kannon Waterfall at Sakanoshita on the Tōkaidō (Tōkaidō Sakanoshita Kiyotaki kannon), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,H. 14 5/8 in. (37.1 cm); W. 10 3/16 in. (25.9 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55021,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1084,false,true,45027,Asian Art,Woodblock print,"諸國瀧廻リ　和州吉野義経馬洗滝|The Waterfall Where Yoshitsune Washed His Horse at Yoshino in Yamato Province (Washū Yoshino Yoshitsune uma arai no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1832,1822,1842,Polychrome woodblock print; ink and color on paper,H. 14 5/8 in. (37.1 cm); W. 10 in. (25.4 cm),"Rogers Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/45027,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1085,false,true,55022,Asian Art,Woodblock print,"諸國瀧廻リ　木曽路ノ奥 阿彌陀ヶ瀧|The Amida Falls in the Far Reaches of the Kisokaidō Road (Kisoji no oku Amida-ga-taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1827,1817,1837,Polychrome woodblock print; ink and color on paper,Image: 14 1/2 x 10 in. (36.8 x 25.4 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55022,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1086,false,true,55023,Asian Art,Print,"諸國瀧廻　東都葵ヶ岡の瀧|Fall of Aoiga Oka, Yedo",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1827,1817,1837,Polychrome woodblock print; ink and color on paper,H. 14 3/4 in. (37.5 cm); W. 10 3/16 in. (25.9 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55023,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1087,false,true,55024,Asian Art,Woodblock print,"諸國瀧廻リ　相州大山ろうべんの瀧|Rōben Waterfall at Ōyama in Sagami Province (Sōshū Ōyama Rōben no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1827,1817,1837,Polychrome woodblock print; ink and color on paper,H. 14 3/8 in. (36.5 cm); W. 10 1/8 in. (25.7 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55024,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1088,false,true,55025,Asian Art,Woodblock print,"諸國瀧廻リ　美濃ノ国養老の滝|Yōrō Waterfall in Mino Province (Mino no Yōrō no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1827,1817,1837,Polychrome woodblock print; ink and color on paper,H. 14 7/16 in. (36.7 cm); W. 10 3/16 in. (25.9 cm),The Metropolitan Museum of Art,,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55025,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1117,false,true,55039,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1825,1815,1835,Polychrome woodblock print; ink and color on paper,H. 13 7/8 in. (35.2 cm); W. 4 9/16 in. (11.6 cm),"Rogers Fund, 1919",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55039,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1142,false,true,54349,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1810,1800,1820,Polychrome woodblock print (surimono); ink and color on paper,8 3/8 x 7 1/4 in. (21.3 x 18.4 cm),"Rogers Fund, 1919",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54349,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1246,false,true,54377,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1814,1804,1824,Polychrome woodblock print (surimono); ink and color on paper,8 5/16 x 5 9/16 in. (21.1 x 14.1 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54377,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1247,false,true,54378,Asian Art,Print,,Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,1820,1820,1820,Polychrome woodblock print (surimono); ink and color on paper,8 x 10 3/8 in. (20.3 x 26.4 cm),"Rogers Fund, 1921",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/54378,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1284,false,true,55223,Asian Art,Woodblock print,"冨嶽三十六景　東海道品川御殿山の不二|Fuji from Gotenyama on the Tōkaidō at Shinagawa (Tōkaidō Shinagawa Gotenyama no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 3/4 in. (24.8 cm); W. 14 7/16 in. (36.7 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55223,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1285,false,true,55225,Asian Art,Woodblock print,"冨嶽三十六景　本所立川|Tatekawa in Honjō (Honjō Tatekawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,9 3/4 x 14 1/8 in. (24.8 x 35.9cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55225,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1286,false,true,55226,Asian Art,Woodblock print,"冨嶽三十六景　下目黒|Lower Meguro (Shimo Meguro), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 11/16 in. (24.6 cm); W. 14 3/8 in. (36.5 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55226,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
JP1287,false,true,55227,Asian Art,Woodblock print,"冨嶽三十六景　東都駿台|Surugadai in Edo (Tōto Sundai), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Japan,Edo period (1615–1868),,,,Artist,,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",,Katsushika Hokusai,Japanese,1760,1849,ca. 1830–32,1820,1842,Polychrome woodblock print; ink and color on paper,H. 9 3/4 in. (24.8 cm); W. 14 3/8 in. (36.5 cm),"Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/55227,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
